"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2011","(Fach-)Abitur","Laendlicher Raum","72","0.0607457119597491","0.0458665010380583","0.0756249228814398"
"Selbstständige/ManagerInnen","2011","AkademikerIn","Staedtischer Raum","680","0.135688765415738","0.125599735477","0.145777795354475"
"Selbstständige/ManagerInnen","2011","AkademikerIn","Laendlicher Raum","240","0.137590992360643","0.121451840423628","0.153730144297657"
"In Ausbildung","2011","(noch) kein Abschluss","Staedtischer Raum","304","0.318385905601101","0.287676730084428","0.349095081117773"
"In Ausbildung","2011","(noch) kein Abschluss","Laendlicher Raum","126","0.289246970855133","0.246241082524538","0.332252859185729"
"In Ausbildung","2011","Hauptschule","Staedtischer Raum","107","0.0153928204848723","0.0121472282165908","0.0186384127531538"
"In Ausbildung","2011","Hauptschule","Laendlicher Raum","74","0.0173244787469707","0.012959223845945","0.0216897336479964"
"In Ausbildung","2011","Realschule","Staedtischer Raum","206","0.0513804830662007","0.0448727017173292","0.0578882644150723"
"In Ausbildung","2011","Realschule","Laendlicher Raum","167","0.0581897038031282","0.0504450978967135","0.0659343097095429"
"In Ausbildung","2011","(Fach-)Abitur","Staedtischer Raum","393","0.173252278751324","0.158771492044368","0.187733065458279"
"In Ausbildung","2011","(Fach-)Abitur","Laendlicher Raum","146","0.207813755907122","0.182539330680837","0.233088181133408"
"In Ausbildung","2011","AkademikerIn","Staedtischer Raum","62","0.0169375431712917","0.0131360155603739","0.0207390707822094"
"In Ausbildung","2011","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2011","(noch) kein Abschluss","Staedtischer Raum","63","0.140780780915741","0.117853865176059","0.163707696655423"
"In Rente oder Pension","2011","(noch) kein Abschluss","Laendlicher Raum","32","0.156877067172848","0.122381814106078","0.191372320239617"
"In Rente oder Pension","2011","Hauptschule","Staedtischer Raum","2091","0.452621883061745","0.439499435442052","0.465744330681438"
"In Rente oder Pension","2011","Hauptschule","Laendlicher Raum","1351","0.46266373276873","0.445982418776658","0.479345046760801"
"In Rente oder Pension","2011","Realschule","Staedtischer Raum","688","0.210172462859825","0.198162494150235","0.222182431569415"
"In Rente oder Pension","2011","Realschule","Laendlicher Raum","405","0.152378694494901","0.14048935880785","0.164268030181952"
"In Rente oder Pension","2011","(Fach-)Abitur","Staedtischer Raum","219","0.112676398044029","0.100578116969525","0.124774679118533"
"In Rente oder Pension","2011","(Fach-)Abitur","Laendlicher Raum","71","0.0998058180746171","0.08113443351071","0.118477202638524"
"In Rente oder Pension","2011","AkademikerIn","Staedtischer Raum","794","0.2121189496249","0.200075179774804","0.224162719474996"
"In Rente oder Pension","2011","AkademikerIn","Laendlicher Raum","398","0.269050603821012","0.248273275235158","0.289827932406866"
"Arbeitslose","2011","(noch) kein Abschluss","Staedtischer Raum","54","0.0425692355775361","0.0292609052068943","0.055877565948178"
"Arbeitslose","2011","(noch) kein Abschluss","Laendlicher Raum","35","0.0778925559535359","0.0524727111336132","0.103312400773459"
"Arbeitslose","2011","Hauptschule","Staedtischer Raum","433","0.0620465971644203","0.0556866578077067","0.0684065365211339"
"Arbeitslose","2011","Hauptschule","Laendlicher Raum","301","0.0614857365556373","0.0534489565548998","0.0695225165563748"
"Arbeitslose","2011","Realschule","Staedtischer Raum","244","0.0469176335312454","0.040684289457043","0.0531509776054478"
"Arbeitslose","2011","Realschule","Laendlicher Raum","275","0.0561884083910827","0.0485700648747282","0.0638067519074371"
"Arbeitslose","2011","(Fach-)Abitur","Staedtischer Raum","127","0.034257623136398","0.0272981648879207","0.0412170813848753"
"Arbeitslose","2011","(Fach-)Abitur","Laendlicher Raum","46","0.0283885449002545","0.0180431190273347","0.0387339707731744"
"Arbeitslose","2011","AkademikerIn","Staedtischer Raum","103","0.0244247869820251","0.0198771252065267","0.0289724487575236"
"Arbeitslose","2011","AkademikerIn","Laendlicher Raum","44","0.0272846936530535","0.0196519358377235","0.0349174514683835"
"Sonstige Nichterwerbspersonen","2011","(noch) kein Abschluss","Staedtischer Raum","328","0.321439659688003","0.290652762258917","0.352226557117089"
"Sonstige Nichterwerbspersonen","2011","(noch) kein Abschluss","Laendlicher Raum","167","0.300775864048615","0.257278408744995","0.344273319352235"
"Sonstige Nichterwerbspersonen","2011","Hauptschule","Staedtischer Raum","510","0.0671538258292132","0.0605553480872412","0.0737523035711852"
"Sonstige Nichterwerbspersonen","2011","Hauptschule","Laendlicher Raum","274","0.0637822241358672","0.055606754262567","0.0719576940091674"
"Sonstige Nichterwerbspersonen","2011","Realschule","Staedtischer Raum","402","0.056232140133367","0.0494414684829701","0.0630228117837638"
"Sonstige Nichterwerbspersonen","2011","Realschule","Laendlicher Raum","289","0.0471845678201922","0.0401700323631888","0.0541991032771956"
"Sonstige Nichterwerbspersonen","2011","(Fach-)Abitur","Staedtischer Raum","329","0.0876179960318291","0.0767998911178813","0.098436100945777"
"Sonstige Nichterwerbspersonen","2011","(Fach-)Abitur","Laendlicher Raum","114","0.0732060051516198","0.056980603613176","0.0894314066900636"
"Sonstige Nichterwerbspersonen","2011","AkademikerIn","Staedtischer Raum","309","0.0493737876504626","0.0429912189037504","0.0557563563971748"
"Sonstige Nichterwerbspersonen","2011","AkademikerIn","Laendlicher Raum","84","0.0427899001080102","0.0333078261328054","0.052271974083215"
"Beamte","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2011","Hauptschule","Staedtischer Raum","","","",""
"Beamte","2011","Hauptschule","Laendlicher Raum","30","0.0108237136636036","0.00736193380340101","0.0142854935238061"
"Beamte","2011","Realschule","Staedtischer Raum","123","0.0303196622609898","0.0252653239502108","0.0353740005717689"
"Beamte","2011","Realschule","Laendlicher Raum","88","0.02547719059492","0.0202644476989958","0.0306899334908442"
"Beamte","2011","(Fach-)Abitur","Staedtischer Raum","68","0.028132141437071","0.0218055297176449","0.0344587531564972"
"Beamte","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2011","AkademikerIn","Staedtischer Raum","562","0.111583102949195","0.102307332161048","0.120858873737343"
"Beamte","2011","AkademikerIn","Laendlicher Raum","217","0.105354053691248","0.0909700332628925","0.119738074119604"
"Angestellte, einfache Tätigkeiten","2012","(noch) kein Abschluss","Staedtischer Raum","124","0.161150095717539","0.136940438316753","0.185359753118326"
"Angestellte, einfache Tätigkeiten","2012","(noch) kein Abschluss","Laendlicher Raum","58","0.15138101895364","0.117737847475951","0.185024190431329"
"Angestellte, einfache Tätigkeiten","2012","Hauptschule","Staedtischer Raum","1132","0.19917187795658","0.188396358613947","0.209947397299213"
"Angestellte, einfache Tätigkeiten","2012","Hauptschule","Laendlicher Raum","711","0.195620923300624","0.182316661820531","0.208925184780718"
"Angestellte, einfache Tätigkeiten","2012","Realschule","Staedtischer Raum","692","0.154951305444991","0.144161976223675","0.165740634666306"
"Angestellte, einfache Tätigkeiten","2012","Realschule","Laendlicher Raum","720","0.188000755665879","0.174991451091218","0.201010060240539"
"Angestellte, einfache Tätigkeiten","2012","(Fach-)Abitur","Staedtischer Raum","383","0.159521936044147","0.145296106679717","0.173747765408577"
"Angestellte, einfache Tätigkeiten","2012","(Fach-)Abitur","Laendlicher Raum","155","0.176194216211007","0.152557286552569","0.199831145869445"
"Angestellte, einfache Tätigkeiten","2012","AkademikerIn","Staedtischer Raum","154","0.0388201519267796","0.0330884126344628","0.0445518912190965"
"Angestellte, einfache Tätigkeiten","2012","AkademikerIn","Laendlicher Raum","67","0.0371131287674921","0.0283064354124086","0.0459198221225756"
"Angestellte, qualifizierte Tätigkeiten","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Hauptschule","Staedtischer Raum","977","0.174644702140072","0.164401099497459","0.184888304782686"
"Angestellte, qualifizierte Tätigkeiten","2012","Hauptschule","Laendlicher Raum","587","0.163894246366997","0.151478718277543","0.17630977445645"
"Angestellte, qualifizierte Tätigkeiten","2012","Realschule","Staedtischer Raum","1733","0.39713226406275","0.382542960368422","0.411721567757078"
"Angestellte, qualifizierte Tätigkeiten","2012","Realschule","Laendlicher Raum","1308","0.391921461313481","0.375666878317462","0.4081760443095"
"Angestellte, qualifizierte Tätigkeiten","2012","(Fach-)Abitur","Staedtischer Raum","927","0.343647153001278","0.325195755734225","0.362098550268332"
"Angestellte, qualifizierte Tätigkeiten","2012","(Fach-)Abitur","Laendlicher Raum","382","0.354838197837593","0.325153520954682","0.384522874720504"
"Angestellte, qualifizierte Tätigkeiten","2012","AkademikerIn","Staedtischer Raum","1765","0.411612273205665","0.397009630973779","0.42621491543755"
"Angestellte, qualifizierte Tätigkeiten","2012","AkademikerIn","Laendlicher Raum","672","0.339578674109208","0.317516809941181","0.361640538277235"
"Selbstständige/ManagerInnen","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2012","Hauptschule","Staedtischer Raum","209","0.0410093080085908","0.0356587021539903","0.0463599138631914"
"Selbstständige/ManagerInnen","2012","Hauptschule","Laendlicher Raum","109","0.0260593661302706","0.0207161726124395","0.0314025596481018"
"Selbstständige/ManagerInnen","2012","Realschule","Staedtischer Raum","271","0.0524224791028892","0.0457770640594232","0.0590678941463552"
"Selbstständige/ManagerInnen","2012","Realschule","Laendlicher Raum","222","0.0681567777654314","0.0597656096535762","0.0765479458772866"
"Selbstständige/ManagerInnen","2012","(Fach-)Abitur","Staedtischer Raum","205","0.0802540232222407","0.0696986996106079","0.0908093468338734"
"Selbstständige/ManagerInnen","2012","(Fach-)Abitur","Laendlicher Raum","84","0.0662773172560976","0.0508434686651578","0.0817111658470373"
"Selbstständige/ManagerInnen","2012","AkademikerIn","Staedtischer Raum","649","0.132288507682975","0.122235310105627","0.142341705260323"
"Selbstständige/ManagerInnen","2012","AkademikerIn","Laendlicher Raum","223","0.136616356708747","0.120616550742338","0.152616162675156"
"In Ausbildung","2012","(noch) kein Abschluss","Staedtischer Raum","282","0.27574604966077","0.246320043867179","0.30517205545436"
"In Ausbildung","2012","(noch) kein Abschluss","Laendlicher Raum","129","0.268527540964502","0.226927069432624","0.31012801249638"
"In Ausbildung","2012","Hauptschule","Staedtischer Raum","103","0.017326602886616","0.013806009617468","0.0208471961557639"
"In Ausbildung","2012","Hauptschule","Laendlicher Raum","89","0.01806412585011","0.0135972613809283","0.0225309903192917"
"In Ausbildung","2012","Realschule","Staedtischer Raum","226","0.0537034315896167","0.046981863394439","0.0604249997847944"
"In Ausbildung","2012","Realschule","Laendlicher Raum","158","0.0507760217494613","0.043466143267497","0.0580859002314257"
"In Ausbildung","2012","(Fach-)Abitur","Staedtischer Raum","353","0.161588563158049","0.147288495104528","0.17588863121157"
"In Ausbildung","2012","(Fach-)Abitur","Laendlicher Raum","151","0.187117515665395","0.162920939094957","0.211314092235833"
"In Ausbildung","2012","AkademikerIn","Staedtischer Raum","63","0.0169401964693603","0.0131110262268092","0.0207693667119114"
"In Ausbildung","2012","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2012","(noch) kein Abschluss","Staedtischer Raum","62","0.155688407193771","0.131815201277518","0.179561613110025"
"In Rente oder Pension","2012","(noch) kein Abschluss","Laendlicher Raum","37","0.152631244844457","0.11887432653911","0.186388163149805"
"In Rente oder Pension","2012","Hauptschule","Staedtischer Raum","1986","0.44016559876445","0.426772151147406","0.453559046381494"
"In Rente oder Pension","2012","Hauptschule","Laendlicher Raum","1377","0.463027529164667","0.446303837421118","0.479751220908215"
"In Rente oder Pension","2012","Realschule","Staedtischer Raum","695","0.209219026728328","0.197091153399468","0.221346900057187"
"In Rente oder Pension","2012","Realschule","Laendlicher Raum","446","0.158999428393045","0.146823771576898","0.171175085209193"
"In Rente oder Pension","2012","(Fach-)Abitur","Staedtischer Raum","222","0.119693281790264","0.107082091082094","0.132304472498433"
"In Rente oder Pension","2012","(Fach-)Abitur","Laendlicher Raum","65","0.0929423184402167","0.074928448450144","0.110956188430289"
"In Rente oder Pension","2012","AkademikerIn","Staedtischer Raum","815","0.21267017343633","0.200528260085663","0.224812086786998"
"In Rente oder Pension","2012","AkademikerIn","Laendlicher Raum","426","0.279678099287548","0.258768101001458","0.300588097573637"
"Arbeitslose","2012","(noch) kein Abschluss","Staedtischer Raum","52","0.060083667186072","0.0444358398911388","0.0757314944810052"
"Arbeitslose","2012","(noch) kein Abschluss","Laendlicher Raum","30","0.0653957643304368","0.0421901254875121","0.0886014031733614"
"Arbeitslose","2012","Hauptschule","Staedtischer Raum","409","0.0594606978593806","0.0530801492894368","0.0658412464293245"
"Arbeitslose","2012","Hauptschule","Laendlicher Raum","280","0.0669298581332453","0.0585483950710741","0.0753113211954164"
"Arbeitslose","2012","Realschule","Staedtischer Raum","236","0.0494457146781135","0.0429816045157149","0.055909824840512"
"Arbeitslose","2012","Realschule","Laendlicher Raum","277","0.0702795991011725","0.0617684678145468","0.0787907303877983"
"Arbeitslose","2012","(Fach-)Abitur","Staedtischer Raum","104","0.0347769871282774","0.0276588883753335","0.0418950858812212"
"Arbeitslose","2012","(Fach-)Abitur","Laendlicher Raum","36","0.0285345632694878","0.0182049963825499","0.0388641301564256"
"Arbeitslose","2012","AkademikerIn","Staedtischer Raum","93","0.0194819760268983","0.0153808815193826","0.023583070534414"
"Arbeitslose","2012","AkademikerIn","Laendlicher Raum","46","0.0338692483395182","0.0254420698986982","0.0422964267803383"
"Sonstige Nichterwerbspersonen","2012","(noch) kein Abschluss","Staedtischer Raum","337","0.302102082055213","0.271867495052879","0.332336669057547"
"Sonstige Nichterwerbspersonen","2012","(noch) kein Abschluss","Laendlicher Raum","165","0.324459496788638","0.280514363298855","0.368404630278421"
"Sonstige Nichterwerbspersonen","2012","Hauptschule","Staedtischer Raum","434","0.0627577625628962","0.0562142009519745","0.0693013241738179"
"Sonstige Nichterwerbspersonen","2012","Hauptschule","Laendlicher Raum","231","0.0545197110376047","0.0469049592888544","0.062134462786355"
"Sonstige Nichterwerbspersonen","2012","Realschule","Staedtischer Raum","347","0.0523713073159231","0.0457289571536298","0.0590136574782163"
"Sonstige Nichterwerbspersonen","2012","Realschule","Laendlicher Raum","251","0.0476340221164656","0.0405422130469617","0.0547258311859694"
"Sonstige Nichterwerbspersonen","2012","(Fach-)Abitur","Staedtischer Raum","278","0.0699771385221044","0.0600658732601117","0.0798884037840972"
"Sonstige Nichterwerbspersonen","2012","(Fach-)Abitur","Laendlicher Raum","98","0.0614402443375042","0.0465418230236016","0.0763386656514067"
"Sonstige Nichterwerbspersonen","2012","AkademikerIn","Staedtischer Raum","286","0.0578977928824469","0.0509677567446746","0.0648278290202191"
"Sonstige Nichterwerbspersonen","2012","AkademikerIn","Laendlicher Raum","86","0.0464789626144623","0.0366715417932141","0.0562863834357106"
"Beamte","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2012","Hauptschule","Staedtischer Raum","","","",""
"Beamte","2012","Hauptschule","Laendlicher Raum","31","0.0118842400164818","0.00824975939803499","0.0155187206349286"
"Beamte","2012","Realschule","Staedtischer Raum","121","0.0307544710773898","0.0256066079390956","0.0359023342156839"
"Beamte","2012","Realschule","Laendlicher Raum","83","0.024231933895064","0.0191120064125512","0.0293518613775767"
"Beamte","2012","(Fach-)Abitur","Staedtischer Raum","73","0.0305409171336396","0.02385578528769","0.0372260489795892"
"Beamte","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2012","AkademikerIn","Staedtischer Raum","538","0.110288928369545","0.100994002285872","0.119583854453218"
"Beamte","2012","AkademikerIn","Laendlicher Raum","229","0.116382043004341","0.101442520641551","0.131321565367132"
"Angestellte, einfache Tätigkeiten","2013","(noch) kein Abschluss","Staedtischer Raum","207","0.162600521124698","0.141626366110616","0.183574676138781"
"Angestellte, einfache Tätigkeiten","2013","(noch) kein Abschluss","Laendlicher Raum","97","0.176329645241058","0.1447936860516","0.207865604430516"
"Angestellte, einfache Tätigkeiten","2013","Hauptschule","Staedtischer Raum","1535","0.199914768948051","0.189733906728027","0.210095631168076"
"Angestellte, einfache Tätigkeiten","2013","Hauptschule","Laendlicher Raum","866","0.195464871563205","0.182343982248616","0.208585760877795"
"Angestellte, einfache Tätigkeiten","2013","Realschule","Staedtischer Raum","809","0.162272371224409","0.151440761473096","0.173103980975722"
"Angestellte, einfache Tätigkeiten","2013","Realschule","Laendlicher Raum","755","0.209942373500831","0.196192060732888","0.223692686268773"
"Angestellte, einfache Tätigkeiten","2013","(Fach-)Abitur","Staedtischer Raum","686","0.183181727041773","0.169974118801437","0.196389335282109"
"Angestellte, einfache Tätigkeiten","2013","(Fach-)Abitur","Laendlicher Raum","261","0.209320300774898","0.185827877306261","0.232812724243535"
"Angestellte, einfache Tätigkeiten","2013","AkademikerIn","Staedtischer Raum","279","0.0435443329115252","0.037877446956776","0.0492112188662743"
"Angestellte, einfache Tätigkeiten","2013","AkademikerIn","Laendlicher Raum","122","0.046279419753941","0.0367471395278987","0.0558116999799832"
"Angestellte, qualifizierte Tätigkeiten","2013","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2013","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2013","Hauptschule","Staedtischer Raum","1048","0.167909684141963","0.158394502140614","0.177424866143313"
"Angestellte, qualifizierte Tätigkeiten","2013","Hauptschule","Laendlicher Raum","575","0.156337188926629","0.144320854432629","0.168353523420628"
"Angestellte, qualifizierte Tätigkeiten","2013","Realschule","Staedtischer Raum","1692","0.377317809199571","0.363077934484334","0.391557683914808"
"Angestellte, qualifizierte Tätigkeiten","2013","Realschule","Laendlicher Raum","1229","0.374247096403513","0.357908535658959","0.390585657148066"
"Angestellte, qualifizierte Tätigkeiten","2013","(Fach-)Abitur","Staedtischer Raum","1085","0.340445894532197","0.324266225027025","0.356625564037369"
"Angestellte, qualifizierte Tätigkeiten","2013","(Fach-)Abitur","Laendlicher Raum","363","0.304726459964417","0.27814647165447","0.331306448274364"
"Angestellte, qualifizierte Tätigkeiten","2013","AkademikerIn","Staedtischer Raum","2071","0.415086113889761","0.40140374491957","0.428768482859952"
"Angestellte, qualifizierte Tätigkeiten","2013","AkademikerIn","Laendlicher Raum","720","0.362737465242157","0.340922844267758","0.384552086216555"
"Selbstständige/ManagerInnen","2013","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2013","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2013","Hauptschule","Staedtischer Raum","232","0.0363061354221309","0.0315445283762417","0.04106774246802"
"Selbstständige/ManagerInnen","2013","Hauptschule","Laendlicher Raum","112","0.0285032688012331","0.022997418324961","0.0340091192775052"
"Selbstständige/ManagerInnen","2013","Realschule","Staedtischer Raum","258","0.0550496291597647","0.0483492251071848","0.0617500332123447"
"Selbstständige/ManagerInnen","2013","Realschule","Laendlicher Raum","213","0.0677304208407263","0.0592465160878284","0.0762143255936243"
"Selbstständige/ManagerInnen","2013","(Fach-)Abitur","Staedtischer Raum","247","0.0757371486767075","0.0667033042762761","0.084770993077139"
"Selbstständige/ManagerInnen","2013","(Fach-)Abitur","Laendlicher Raum","76","0.0645179461956962","0.050331296380073","0.0787045960113195"
"Selbstständige/ManagerInnen","2013","AkademikerIn","Staedtischer Raum","716","0.136049488748168","0.126529441156769","0.145569536339567"
"Selbstständige/ManagerInnen","2013","AkademikerIn","Laendlicher Raum","232","0.124795850358692","0.109800831105549","0.139790869611835"
"In Ausbildung","2013","(noch) kein Abschluss","Staedtischer Raum","323","0.26682844131739","0.241687818752678","0.291969063882102"
"In Ausbildung","2013","(noch) kein Abschluss","Laendlicher Raum","144","0.242591511049392","0.20712082859383","0.278062193504954"
"In Ausbildung","2013","Hauptschule","Staedtischer Raum","160","0.0170433749537129","0.0137484997505616","0.0203382501568643"
"In Ausbildung","2013","Hauptschule","Laendlicher Raum","92","0.0167302669368417","0.0124865717949578","0.0209739620787256"
"In Ausbildung","2013","Realschule","Staedtischer Raum","313","0.0586284180225385","0.0517267522539227","0.0655300837911542"
"In Ausbildung","2013","Realschule","Laendlicher Raum","190","0.0462999087329131","0.0392052890385981","0.0533945284272281"
"In Ausbildung","2013","(Fach-)Abitur","Staedtischer Raum","447","0.154891935457881","0.142538410190861","0.167245460724902"
"In Ausbildung","2013","(Fach-)Abitur","Laendlicher Raum","188","0.210605750542775","0.187060465995247","0.234151035090302"
"In Ausbildung","2013","AkademikerIn","Staedtischer Raum","111","0.0253360101612332","0.0209724315723568","0.0296995887501096"
"In Ausbildung","2013","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2013","(noch) kein Abschluss","Staedtischer Raum","77","0.151124128473888","0.130765610345608","0.171482646602168"
"In Rente oder Pension","2013","(noch) kein Abschluss","Laendlicher Raum","40","0.134089132527897","0.105892318100849","0.162285946954945"
"In Rente oder Pension","2013","Hauptschule","Staedtischer Raum","1860","0.445954133104903","0.433300595796522","0.458607670413284"
"In Rente oder Pension","2013","Hauptschule","Laendlicher Raum","1268","0.464772563442513","0.448270211984054","0.481274914900971"
"In Rente oder Pension","2013","Realschule","Staedtischer Raum","678","0.218357728759702","0.206220833694897","0.230494623824507"
"In Rente oder Pension","2013","Realschule","Laendlicher Raum","436","0.173162146904305","0.160386885458419","0.185937408350192"
"In Rente oder Pension","2013","(Fach-)Abitur","Staedtischer Raum","231","0.116916237269307","0.105944920705674","0.12788755383294"
"In Rente oder Pension","2013","(Fach-)Abitur","Laendlicher Raum","75","0.0950282001240085","0.0780939634036602","0.111962436844357"
"In Rente oder Pension","2013","AkademikerIn","Staedtischer Raum","832","0.212345688600516","0.200989416743682","0.22370196045735"
"In Rente oder Pension","2013","AkademikerIn","Laendlicher Raum","425","0.282401866918383","0.261976648794524","0.302827085042243"
"Arbeitslose","2013","(noch) kein Abschluss","Staedtischer Raum","129","0.0756744790226926","0.0606415240824978","0.0907074339628874"
"Arbeitslose","2013","(noch) kein Abschluss","Laendlicher Raum","38","0.0519194890305186","0.0335602585143722","0.0702787195466649"
"Arbeitslose","2013","Hauptschule","Staedtischer Raum","547","0.0636061015759118","0.0573935119042524","0.0698186912475713"
"Arbeitslose","2013","Hauptschule","Laendlicher Raum","334","0.076966265466964","0.0681473455080925","0.0857851854258356"
"Arbeitslose","2013","Realschule","Staedtischer Raum","248","0.0477200408092986","0.0414574790839417","0.0539826025346555"
"Arbeitslose","2013","Realschule","Laendlicher Raum","241","0.0614159084911446","0.0533098417480671","0.0695219752342221"
"Arbeitslose","2013","(Fach-)Abitur","Staedtischer Raum","187","0.0354214426854451","0.0291100920881374","0.0417327932827528"
"Arbeitslose","2013","(Fach-)Abitur","Laendlicher Raum","66","0.0378394052844992","0.0268210242815048","0.0488577862874937"
"Arbeitslose","2013","AkademikerIn","Staedtischer Raum","131","0.0173198187590081","0.0136971885898209","0.0209424489281952"
"Arbeitslose","2013","AkademikerIn","Laendlicher Raum","62","0.0292021208535943","0.0215626394555128","0.0368416022516759"
"Sonstige Nichterwerbspersonen","2013","(noch) kein Abschluss","Staedtischer Raum","419","0.301392891594411","0.275310935081614","0.327474848107209"
"Sonstige Nichterwerbspersonen","2013","(noch) kein Abschluss","Laendlicher Raum","226","0.366369150260742","0.326499331097378","0.406238969424107"
"Sonstige Nichterwerbspersonen","2013","Hauptschule","Staedtischer Raum","524","0.0641976637392446","0.0579582229473972","0.070437104531092"
"Sonstige Nichterwerbspersonen","2013","Hauptschule","Laendlicher Raum","238","0.0524929773644037","0.0451139651566251","0.0598719895721822"
"Sonstige Nichterwerbspersonen","2013","Realschule","Staedtischer Raum","342","0.0499815337643875","0.0435799105794548","0.0563831569493202"
"Sonstige Nichterwerbspersonen","2013","Realschule","Laendlicher Raum","226","0.0451345021409565","0.038125461642259","0.052143542639654"
"Sonstige Nichterwerbspersonen","2013","(Fach-)Abitur","Staedtischer Raum","336","0.0677250774615501","0.0591454755388773","0.0763046793842229"
"Sonstige Nichterwerbspersonen","2013","(Fach-)Abitur","Laendlicher Raum","99","0.0563801788190603","0.0430608112724014","0.0696995463657193"
"Sonstige Nichterwerbspersonen","2013","AkademikerIn","Staedtischer Raum","317","0.0432114539261034","0.0375652877914445","0.0488576200607623"
"Sonstige Nichterwerbspersonen","2013","AkademikerIn","Laendlicher Raum","60","0.0269813616575071","0.019629712338225","0.0343330109767892"
"Beamte","2013","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2013","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2013","Hauptschule","Staedtischer Raum","","","",""
"Beamte","2013","Hauptschule","Laendlicher Raum","","","",""
"Beamte","2013","Realschule","Staedtischer Raum","111","0.0306724690603287","0.0256068918852901","0.0357380462353674"
"Beamte","2013","Realschule","Laendlicher Raum","80","0.0220676429856104","0.0171078274662779","0.0270274585049428"
"Beamte","2013","(Fach-)Abitur","Staedtischer Raum","76","0.0256805368751392","0.0202795500232393","0.031081523727039"
"Beamte","2013","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2013","AkademikerIn","Staedtischer Raum","525","0.107107093003686","0.0985198247059633","0.115694361301408"
"Beamte","2013","AkademikerIn","Laendlicher Raum","225","0.114295237047907","0.0998591056043934","0.128731368491421"
"Angestellte, einfache Tätigkeiten","2014","(noch) kein Abschluss","Staedtischer Raum","143","0.130969023939587","0.109781971745515","0.152156076133659"
"Angestellte, einfache Tätigkeiten","2014","(noch) kein Abschluss","Laendlicher Raum","64","0.148073436959779","0.115510044057247","0.180636829862311"
"Angestellte, einfache Tätigkeiten","2014","Hauptschule","Staedtischer Raum","1197","0.195067578692253","0.184192428593666","0.20594272879084"
"Angestellte, einfache Tätigkeiten","2014","Hauptschule","Laendlicher Raum","755","0.207824885866436","0.193614803763209","0.222034967969664"
"Angestellte, einfache Tätigkeiten","2014","Realschule","Staedtischer Raum","689","0.164033388194283","0.152451530238522","0.175615246150044"
"Angestellte, einfache Tätigkeiten","2014","Realschule","Laendlicher Raum","670","0.201726219893387","0.187366546197249","0.216085893589526"
"Angestellte, einfache Tätigkeiten","2014","(Fach-)Abitur","Staedtischer Raum","584","0.174982650636571","0.161149282435624","0.188816018837519"
"Angestellte, einfache Tätigkeiten","2014","(Fach-)Abitur","Laendlicher Raum","209","0.169076154757566","0.146274245842605","0.191878063672527"
"Angestellte, einfache Tätigkeiten","2014","AkademikerIn","Staedtischer Raum","244","0.0414993456443757","0.0356702191669358","0.0473284721218157"
"Angestellte, einfache Tätigkeiten","2014","AkademikerIn","Laendlicher Raum","115","0.0711400868306794","0.0589846990862114","0.0832954745751474"
"Angestellte, qualifizierte Tätigkeiten","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2014","Hauptschule","Staedtischer Raum","956","0.178087745978486","0.1675876625618","0.188587829395172"
"Angestellte, qualifizierte Tätigkeiten","2014","Hauptschule","Laendlicher Raum","540","0.160266504113719","0.147418687330412","0.173114320897026"
"Angestellte, qualifizierte Tätigkeiten","2014","Realschule","Staedtischer Raum","1509","0.37710951927817","0.361950984133763","0.392268054422578"
"Angestellte, qualifizierte Tätigkeiten","2014","Realschule","Laendlicher Raum","1109","0.378496104054717","0.361140485436395","0.395851722673038"
