"beruf","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1986","Thüringen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Schleswig-Holstein","Staedtischer Raum","44","0.311157215057165","0.238036955318017","0.384277474796313"
"Angestellte, qualifizierte Tätigkeiten","1986","Schleswig-Holstein","Laendlicher Raum","48","0.277418215422025","0.209916356926561","0.34492007391749"
"Angestellte, qualifizierte Tätigkeiten","1986","Hamburg","Staedtischer Raum","69","0.29461776014919","0.238108475605017","0.351127044693364"
"Angestellte, qualifizierte Tätigkeiten","1986","Hamburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Niedersachsen","Staedtischer Raum","117","0.238306621576344","0.202034888968375","0.274578354184313"
"Angestellte, qualifizierte Tätigkeiten","1986","Niedersachsen","Laendlicher Raum","118","0.190425490503361","0.158360744543686","0.222490236463036"
"Angestellte, qualifizierte Tätigkeiten","1986","Bremen","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Bremen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Nordrhein-Westfalen","Staedtischer Raum","629","0.238981974460074","0.223129183338466","0.254834765581683"
"Angestellte, qualifizierte Tätigkeiten","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Hessen","Staedtischer Raum","238","0.278282302939705","0.24905217693202","0.30751242894739"
"Angestellte, qualifizierte Tätigkeiten","1986","Hessen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","144","0.230481200656223","0.197411410540676","0.26355099077177"
"Angestellte, qualifizierte Tätigkeiten","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Baden-Württemberg","Staedtischer Raum","423","0.26828260769914","0.247127458776723","0.289437756621556"
"Angestellte, qualifizierte Tätigkeiten","1986","Baden-Württemberg","Laendlicher Raum","61","0.221074299359298","0.174116838073933","0.268031760644663"
"Angestellte, qualifizierte Tätigkeiten","1986","Bayern","Staedtischer Raum","263","0.286532981117343","0.257348169752311","0.315717792482376"
"Angestellte, qualifizierte Tätigkeiten","1986","Bayern","Laendlicher Raum","184","0.199979346803631","0.173074072875062","0.226884620732199"
"Angestellte, qualifizierte Tätigkeiten","1986","Saarland","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Berlin","Staedtischer Raum","95","0.257547521210047","0.211866082088116","0.303228960331978"
"Angestellte, qualifizierte Tätigkeiten","1986","Berlin","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Brandenburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Thüringen","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Thüringen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Hamburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Hamburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Niedersachsen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Niedersachsen","Laendlicher Raum","54","0.0818627787627011","0.0594738204614751","0.104251737063927"
"Selbstständige/ManagerInnen","1986","Bremen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Bremen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Nordrhein-Westfalen","Staedtischer Raum","148","0.0529882982111263","0.0446612064262853","0.0613153899959673"
"Selbstständige/ManagerInnen","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Hessen","Staedtischer Raum","49","0.052207190394431","0.0376985712164721","0.0667158095723898"
"Selbstständige/ManagerInnen","1986","Hessen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Baden-Württemberg","Staedtischer Raum","83","0.0587089802901429","0.0474846002007433","0.0699333603795425"
"Selbstständige/ManagerInnen","1986","Baden-Württemberg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Bayern","Staedtischer Raum","59","0.0649583586547604","0.0490503569808766","0.0808663603286442"
"Selbstständige/ManagerInnen","1986","Bayern","Laendlicher Raum","64","0.0864047895387013","0.067505735739898","0.105303843337505"
"Selbstständige/ManagerInnen","1986","Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Berlin","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Berlin","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Brandenburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Brandenburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1986","Thüringen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1986","Thüringen","Laendlicher Raum","","","",""
"In Ausbildung","1986","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Ausbildung","1986","Schleswig-Holstein","Laendlicher Raum","","","",""
"In Ausbildung","1986","Hamburg","Staedtischer Raum","","","",""
"In Ausbildung","1986","Hamburg","Laendlicher Raum","","","",""
"In Ausbildung","1986","Niedersachsen","Staedtischer Raum","75","0.120964902126123","0.0932034005122632","0.148726403739984"
"In Ausbildung","1986","Niedersachsen","Laendlicher Raum","72","0.120053708881062","0.0935105429131465","0.146596874848978"
"In Ausbildung","1986","Bremen","Staedtischer Raum","","","",""
"In Ausbildung","1986","Bremen","Laendlicher Raum","","","",""
"In Ausbildung","1986","Nordrhein-Westfalen","Staedtischer Raum","324","0.102891831961683","0.0915980721190827","0.114185591804284"
"In Ausbildung","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Ausbildung","1986","Hessen","Staedtischer Raum","90","0.0942234475747515","0.0751690927504234","0.11327780239908"
"In Ausbildung","1986","Hessen","Laendlicher Raum","","","",""
"In Ausbildung","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","55","0.0741609139636289","0.0535849893483832","0.0947368385788745"
"In Ausbildung","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"In Ausbildung","1986","Baden-Württemberg","Staedtischer Raum","161","0.0867802149709373","0.0733387639082789","0.100221666033596"
"In Ausbildung","1986","Baden-Württemberg","Laendlicher Raum","31","0.094266852581815","0.0612019613699369","0.127331743793693"
"In Ausbildung","1986","Bayern","Staedtischer Raum","101","0.0969801909089655","0.0778784571960069","0.116081924621924"
"In Ausbildung","1986","Bayern","Laendlicher Raum","60","0.0592456577864412","0.0433652875088813","0.0751260280640011"
"In Ausbildung","1986","Saarland","Staedtischer Raum","","","",""
"In Ausbildung","1986","Saarland","Laendlicher Raum","","","",""
"In Ausbildung","1986","Berlin","Staedtischer Raum","","","",""
"In Ausbildung","1986","Berlin","Laendlicher Raum","","","",""
"In Ausbildung","1986","Brandenburg","Staedtischer Raum","","","",""
"In Ausbildung","1986","Brandenburg","Laendlicher Raum","","","",""
"In Ausbildung","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Ausbildung","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"In Ausbildung","1986","Sachsen","Staedtischer Raum","","","",""
"In Ausbildung","1986","Sachsen","Laendlicher Raum","","","",""
"In Ausbildung","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Ausbildung","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"In Ausbildung","1986","Thüringen","Staedtischer Raum","","","",""
"In Ausbildung","1986","Thüringen","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Schleswig-Holstein","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Hamburg","Staedtischer Raum","51","0.324607652153374","0.266566565960433","0.382648738346315"
"In Rente oder Pension","1986","Hamburg","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Niedersachsen","Staedtischer Raum","82","0.227935079911609","0.192220738080046","0.263649421743171"
"In Rente oder Pension","1986","Niedersachsen","Laendlicher Raum","97","0.247228760921443","0.211998338191669","0.282459183651217"
"In Rente oder Pension","1986","Bremen","Staedtischer Raum","37","0.503612827129432","0.409750026393564","0.5974756278653"
"In Rente oder Pension","1986","Bremen","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Nordrhein-Westfalen","Staedtischer Raum","352","0.213655575570872","0.19841893529706","0.228892215844684"
"In Rente oder Pension","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Hessen","Staedtischer Raum","122","0.237814082025931","0.21004551557581","0.265582648476052"
"In Rente oder Pension","1986","Hessen","Laendlicher Raum","32","0.337382473631614","0.259615242331476","0.415149704931752"
"In Rente oder Pension","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","99","0.231629409623842","0.198502091011511","0.264756728236172"
"In Rente oder Pension","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","37","0.324509524894771","0.248565256590198","0.400453793199345"
"In Rente oder Pension","1986","Baden-Württemberg","Staedtischer Raum","197","0.208710397086854","0.189306547015304","0.228114247158404"
"In Rente oder Pension","1986","Baden-Württemberg","Laendlicher Raum","36","0.206937956221873","0.161096213030115","0.252779699413632"
"In Rente oder Pension","1986","Bayern","Staedtischer Raum","122","0.213441022964864","0.186993364779087","0.239888681150642"
"In Rente oder Pension","1986","Bayern","Laendlicher Raum","133","0.234980801804449","0.206460993403672","0.263500610205227"
"In Rente oder Pension","1986","Saarland","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Saarland","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Berlin","Staedtischer Raum","57","0.286714947823241","0.239472380740128","0.333957514906353"
"In Rente oder Pension","1986","Berlin","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Brandenburg","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Brandenburg","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Sachsen","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Sachsen","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"In Rente oder Pension","1986","Thüringen","Staedtischer Raum","","","",""
"In Rente oder Pension","1986","Thüringen","Laendlicher Raum","","","",""
"Arbeitslose","1986","Schleswig-Holstein","Staedtischer Raum","","","",""
"Arbeitslose","1986","Schleswig-Holstein","Laendlicher Raum","","","",""
"Arbeitslose","1986","Hamburg","Staedtischer Raum","","","",""
"Arbeitslose","1986","Hamburg","Laendlicher Raum","","","",""
"Arbeitslose","1986","Niedersachsen","Staedtischer Raum","","","",""
"Arbeitslose","1986","Niedersachsen","Laendlicher Raum","31","0.0506654353514659","0.0327551549383086","0.0685757157646232"
"Arbeitslose","1986","Bremen","Staedtischer Raum","","","",""
"Arbeitslose","1986","Bremen","Laendlicher Raum","","","",""
"Arbeitslose","1986","Nordrhein-Westfalen","Staedtischer Raum","141","0.0436364144065995","0.0360425692452836","0.0512302595679153"
"Arbeitslose","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Arbeitslose","1986","Hessen","Staedtischer Raum","35","0.0320110667379891","0.0205298084972989","0.0434923249786793"
"Arbeitslose","1986","Hessen","Laendlicher Raum","","","",""
"Arbeitslose","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1986","Baden-Württemberg","Staedtischer Raum","54","0.0241407496444516","0.0168122156604416","0.0314692836284615"
"Arbeitslose","1986","Baden-Württemberg","Laendlicher Raum","","","",""
"Arbeitslose","1986","Bayern","Staedtischer Raum","","","",""
"Arbeitslose","1986","Bayern","Laendlicher Raum","45","0.0519483945987592","0.0370205776726884","0.06687621152483"
"Arbeitslose","1986","Saarland","Staedtischer Raum","","","",""
"Arbeitslose","1986","Saarland","Laendlicher Raum","","","",""
"Arbeitslose","1986","Berlin","Staedtischer Raum","","","",""
"Arbeitslose","1986","Berlin","Laendlicher Raum","","","",""
"Arbeitslose","1986","Brandenburg","Staedtischer Raum","","","",""
"Arbeitslose","1986","Brandenburg","Laendlicher Raum","","","",""
"Arbeitslose","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Arbeitslose","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Arbeitslose","1986","Sachsen","Staedtischer Raum","","","",""
"Arbeitslose","1986","Sachsen","Laendlicher Raum","","","",""
"Arbeitslose","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Arbeitslose","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Arbeitslose","1986","Thüringen","Staedtischer Raum","","","",""
"Arbeitslose","1986","Thüringen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Hamburg","Staedtischer Raum","32","0.0947922296028117","0.058481197575352","0.131103261630271"
"Sonstige Nichterwerbspersonen","1986","Hamburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Niedersachsen","Staedtischer Raum","88","0.145965642395676","0.115906737870241","0.176024546921111"
"Sonstige Nichterwerbspersonen","1986","Niedersachsen","Laendlicher Raum","87","0.138199890054346","0.110016452017394","0.166383328091298"
"Sonstige Nichterwerbspersonen","1986","Bremen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Bremen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Nordrhein-Westfalen","Staedtischer Raum","510","0.163752341599882","0.149996508119161","0.177508175080603"
"Sonstige Nichterwerbspersonen","1986","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Hessen","Staedtischer Raum","136","0.122800316981027","0.101393445939111","0.144207188022943"
"Sonstige Nichterwerbspersonen","1986","Hessen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","115","0.179508122532726","0.149372285193097","0.209643959872356"
"Sonstige Nichterwerbspersonen","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","31","0.189089413882636","0.125572153782666","0.252606673982606"
"Sonstige Nichterwerbspersonen","1986","Baden-Württemberg","Staedtischer Raum","243","0.126591141588153","0.110714501755794","0.142467781420513"
