year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34341,68,68,0.22971,0.45711
2006,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10950,42,42,0.01392,0.20509
2006,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26459,335,456,0.22406,0.30512
2006,Baden-Wuerttemberg,Upper Secondary Level,No,0.11464,121,456,0.08537,0.14391
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.36867,52,52,0.23626,0.50107
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.48479,88,88,0.37977,0.58981
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39266,208,243,0.33113,0.45419
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.06082,35,243,0.03071,0.09093
2006,Bavaria,Lower Secondary Level,Yes,0.09054,35,35,-0.00591,0.18700
2006,Bavaria,Upper Secondary Level,Yes,0.24197,416,616,0.20812,0.27581
2006,Bavaria,Upper Secondary Level,No,0.11375,200,616,0.08866,0.13884
2006,Bavaria,Post-secondary Non-tertiary Level,Yes,0.29706,57,57,0.17737,0.41675
2006,Bavaria,First Stage of Tertiary Education,Yes,0.30976,73,73,0.20295,0.41657
2006,Bavaria,Second Stage of Tertiary Education,Yes,0.35617,219,272,0.29915,0.41318
2006,Bavaria,Second Stage of Tertiary Education,No,0.07304,53,272,0.04206,0.10402
2006,Berlin,Upper Secondary Level,Yes,0.21555,76,110,0.13835,0.29275
2006,Berlin,Upper Secondary Level,No,0.10396,34,110,0.04666,0.16125
2006,Berlin,Second Stage of Tertiary Education,Yes,0.26557,77,77,0.16628,0.36486
2006,Brandenburg,Upper Secondary Level,Yes,0.22066,101,142,0.15221,0.28911
2006,Brandenburg,Upper Secondary Level,No,0.09572,41,142,0.04716,0.14428
2006,Brandenburg,Second Stage of Tertiary Education,Yes,0.19958,68,100,0.12085,0.27832
2006,Brandenburg,Second Stage of Tertiary Education,No,0.11401,32,100,0.05140,0.17661
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.21682,69,69,0.11888,0.31477
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.26687,41,41,0.12979,0.40395
2006,Saxony,Upper Secondary Level,Yes,0.20894,187,283,0.16149,0.25639
2006,Saxony,Upper Secondary Level,No,0.09635,96,283,0.06191,0.13079
2006,Saxony,First Stage of Tertiary Education,Yes,0.24449,36,36,0.10210,0.38687
2006,Saxony,Second Stage of Tertiary Education,Yes,0.31204,150,181,0.24435,0.37973
2006,Saxony,Second Stage of Tertiary Education,No,0.06849,31,181,0.03159,0.10539
2006,Saxony-Anhalt,Upper Secondary Level,Yes,0.17248,91,139,0.10945,0.23552
2006,Saxony-Anhalt,Upper Secondary Level,No,0.11960,48,139,0.06546,0.17374
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.28852,81,81,0.18924,0.38781
2006,Thuringa,Upper Secondary Level,Yes,0.21631,121,190,0.15761,0.27501
2006,Thuringa,Upper Secondary Level,No,0.10397,69,190,0.06046,0.14749
2006,Thuringa,Second Stage of Tertiary Education,Yes,0.32215,74,74,0.21495,0.42935
2007,Schleswig-Holstein,Upper Secondary Level,Yes,0.19928,64,64,0.10064,0.29792
2007,Lower Saxony,Upper Secondary Level,Yes,0.26086,237,329,0.21334,0.30838
2007,Lower Saxony,Upper Secondary Level,No,0.09273,92,329,0.06134,0.12412
2007,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.36460,37,37,0.20737,0.52183
2007,Lower Saxony,First Stage of Tertiary Education,Yes,0.26208,38,38,0.12037,0.40378
2007,Lower Saxony,Second Stage of Tertiary Education,Yes,0.37869,106,106,0.28591,0.47147
2007,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10787,60,60,0.02871,0.18703
2007,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21519,450,587,0.18192,0.24846
2007,North Rhine-Westphalia,Upper Secondary Level,No,0.07023,137,587,0.04954,0.09092
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.34722,114,114,0.25944,0.43500
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.38317,105,105,0.28973,0.47661
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.39833,310,371,0.34845,0.44821
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07409,61,371,0.04740,0.10077
2007,Hesse,Upper Secondary Level,Yes,0.25241,172,224,0.19539,0.30942
2007,Hesse,Upper Secondary Level,No,0.06959,52,224,0.03619,0.10299
2007,Hesse,Post-secondary Non-tertiary Level,Yes,0.28283,35,35,0.13144,0.43422
2007,Hesse,Second Stage of Tertiary Education,Yes,0.38879,123,158,0.31254,0.46505
2007,Hesse,Second Stage of Tertiary Education,No,0.11981,35,158,0.06902,0.17061
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.21941,126,191,0.16057,0.27826
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10903,65,191,0.06471,0.15335
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.27000,62,62,0.15859,0.38142
2007,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.29209,330,427,0.24891,0.33527
2007,Baden-Wuerttemberg,Upper Secondary Level,No,0.07998,97,427,0.05422,0.10574
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.42558,59,59,0.29833,0.55283
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.49397,81,81,0.38441,0.60353
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.37817,183,219,0.31380,0.44255
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.05392,36,219,0.02394,0.08390
2007,Bavaria,Upper Secondary Level,Yes,0.27373,421,592,0.23779,0.30968
2007,Bavaria,Upper Secondary Level,No,0.10512,171,592,0.08039,0.12985
2007,Bavaria,Post-secondary Non-tertiary Level,Yes,0.21687,44,44,0.09369,0.34004
2007,Bavaria,First Stage of Tertiary Education,Yes,0.39026,83,83,0.28467,0.49584
2007,Bavaria,Second Stage of Tertiary Education,Yes,0.33814,199,240,0.27816,0.39812
2007,Bavaria,Second Stage of Tertiary Education,No,0.07161,41,240,0.03892,0.10429
2007,Berlin,Upper Secondary Level,Yes,0.20765,69,69,0.11124,0.30407
2007,Berlin,Second Stage of Tertiary Education,Yes,0.30746,79,79,0.20505,0.40987
2007,Brandenburg,Upper Secondary Level,Yes,0.19746,96,141,0.13152,0.26340
2007,Brandenburg,Upper Secondary Level,No,0.12077,45,141,0.06679,0.17474
2007,Brandenburg,Second Stage of Tertiary Education,Yes,0.17077,64,64,0.07784,0.26369
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24058,65,65,0.13586,0.34530
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.30153,41,41,0.15931,0.44376
2007,Saxony,Upper Secondary Level,Yes,0.22088,184,275,0.17176,0.27000
2007,Saxony,Upper Secondary Level,No,0.10084,91,275,0.06518,0.13649
2007,Saxony,First Stage of Tertiary Education,Yes,0.28842,32,32,0.12894,0.44789
2007,Saxony,Second Stage of Tertiary Education,Yes,0.27066,137,177,0.20502,0.33630
2007,Saxony,Second Stage of Tertiary Education,No,0.10364,40,177,0.05861,0.14867
2007,Saxony-Anhalt,Upper Secondary Level,Yes,0.20236,96,141,0.13581,0.26891
2007,Saxony-Anhalt,Upper Secondary Level,No,0.10148,45,141,0.05146,0.15150
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.28740,80,115,0.20433,0.37048
2007,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.14659,35,115,0.08166,0.21152
2007,Thuringa,Upper Secondary Level,Yes,0.25358,128,184,0.19055,0.31662
2007,Thuringa,Upper Secondary Level,No,0.09588,56,184,0.05322,0.13854
2007,Thuringa,Second Stage of Tertiary Education,Yes,0.33405,70,70,0.22276,0.44534
2008,Schleswig-Holstein,Upper Secondary Level,Yes,0.24735,66,66,0.14245,0.35224
2008,Lower Saxony,Upper Secondary Level,Yes,0.24110,223,311,0.19348,0.28872
2008,Lower Saxony,Upper Secondary Level,No,0.10398,88,311,0.07000,0.13796
2008,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.34226,36,36,0.18507,0.49945
2008,Lower Saxony,First Stage of Tertiary Education,Yes,0.33953,39,39,0.18896,0.49009
2008,Lower Saxony,Second Stage of Tertiary Education,Yes,0.31540,97,128,0.23458,0.39622
2008,Lower Saxony,Second Stage of Tertiary Education,No,0.10283,31,128,0.05000,0.15566
2008,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11873,57,57,0.03400,0.20345
2008,North Rhine-Westphalia,Upper Secondary Level,Yes,0.22871,425,595,0.19494,0.26249
2008,North Rhine-Westphalia,Upper Secondary Level,No,0.09238,170,595,0.06909,0.11566
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.38407,106,140,0.30321,0.46493
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.10126,34,140,0.05111,0.15141
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.35813,100,100,0.26369,0.45258
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35013,266,324,0.29811,0.40215
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08486,58,324,0.05446,0.11525
2008,Hesse,Upper Secondary Level,Yes,0.23595,161,230,0.18095,0.29094
2008,Hesse,Upper Secondary Level,No,0.09854,69,230,0.05994,0.13715
2008,Hesse,Second Stage of Tertiary Education,Yes,0.39133,131,162,0.31594,0.46671
2008,Hesse,Second Stage of Tertiary Education,No,0.10889,31,162,0.06077,0.15700
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.19076,109,185,0.13399,0.24753
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.15725,76,185,0.10465,0.20985
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.35511,71,71,0.24300,0.46721
2008,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11539,39,39,0.01381,0.21697
2008,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.29119,310,420,0.24769,0.33469
2008,Baden-Wuerttemberg,Upper Secondary Level,No,0.09766,110,420,0.06924,0.12609
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.39791,54,54,0.26613,0.52969
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.54003,80,80,0.43013,0.64994
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39337,174,217,0.32822,0.45851
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.08007,43,217,0.04387,0.11626
2008,Bavaria,Lower Secondary Level,Yes,0.09839,31,31,-0.00819,0.20498
2008,Bavaria,Upper Secondary Level,Yes,0.29765,409,583,0.26050,0.33480
2008,Bavaria,Upper Secondary Level,No,0.11514,174,583,0.08921,0.14108
2008,Bavaria,Post-secondary Non-tertiary Level,Yes,0.34919,51,51,0.21705,0.48133
2008,Bavaria,First Stage of Tertiary Education,Yes,0.38740,75,75,0.27640,0.49840
2008,Bavaria,Second Stage of Tertiary Education,Yes,0.35781,197,237,0.29665,0.41897
2008,Bavaria,Second Stage of Tertiary Education,No,0.06155,40,237,0.03089,0.09222
2008,Berlin,Upper Secondary Level,Yes,0.25109,73,73,0.15092,0.35126
2008,Berlin,Second Stage of Tertiary Education,Yes,0.32290,84,84,0.22230,0.42349
2008,Brandenburg,Upper Secondary Level,Yes,0.23517,94,133,0.16282,0.30752
2008,Brandenburg,Upper Secondary Level,No,0.11599,39,133,0.06136,0.17062
2008,Brandenburg,Second Stage of Tertiary Education,Yes,0.16673,59,59,0.07080,0.26265
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.20511,48,87,0.11977,0.29045
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.14380,39,87,0.06964,0.21796
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.25754,36,36,0.11267,0.40241
2008,Saxony,Upper Secondary Level,Yes,0.23954,188,287,0.19007,0.28900
2008,Saxony,Upper Secondary Level,No,0.12755,99,287,0.08889,0.16621
2008,Saxony,First Stage of Tertiary Education,Yes,0.28797,32,32,0.12857,0.44738
2008,Saxony,Second Stage of Tertiary Education,Yes,0.31427,134,171,0.24448,0.38405
2008,Saxony,Second Stage of Tertiary Education,No,0.09411,37,171,0.05022,0.13800
2008,Saxony-Anhalt,Upper Secondary Level,Yes,0.21414,100,152,0.14871,0.27957
2008,Saxony-Anhalt,Upper Secondary Level,No,0.11379,52,152,0.06314,0.16444
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.28084,74,74,0.17775,0.38394
2008,Thuringa,Upper Secondary Level,Yes,0.21870,111,163,0.15504,0.28235
2008,Thuringa,Upper Secondary Level,No,0.11099,52,163,0.06262,0.15936
2008,Thuringa,Second Stage of Tertiary Education,Yes,0.33060,64,64,0.21443,0.44677
2009,Schleswig-Holstein,Upper Secondary Level,Yes,0.22235,54,54,0.11040,0.33430
2009,Lower Saxony,Upper Secondary Level,Yes,0.23059,193,288,0.18186,0.27932
2009,Lower Saxony,Upper Secondary Level,No,0.12428,95,288,0.08611,0.16245
2009,Lower Saxony,Second Stage of Tertiary Education,Yes,0.35955,102,102,0.26596,0.45314
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10847,43,43,0.01442,0.20251
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21118,347,497,0.17526,0.24710
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.07327,150,497,0.05034,0.09620
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.40155,95,95,0.30245,0.50065
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.37334,93,93,0.27450,0.47218
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35604,240,299,0.30168,0.41041
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08353,59,299,0.05212,0.11495
2009,Hesse,Upper Secondary Level,Yes,0.20139,132,209,0.14689,0.25589
2009,Hesse,Upper Secondary Level,No,0.13991,77,209,0.09276,0.18705
2009,Hesse,Second Stage of Tertiary Education,Yes,0.41131,116,148,0.33176,0.49085
2009,Hesse,Second Stage of Tertiary Education,No,0.10683,32,148,0.05689,0.15677
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.20355,100,153,0.13954,0.26756
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.11505,53,153,0.06433,0.16578
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.35505,51,51,0.22241,0.48770
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.24816,239,352,0.20297,0.29335
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.12372,113,352,0.08927,0.15817
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.34013,40,40,0.19144,0.48882
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.46796,61,61,0.34170,0.59422
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.31727,146,192,0.25127,0.38328
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.13113,46,192,0.08326,0.17900
2009,Bavaria,Upper Secondary Level,Yes,0.27483,347,504,0.23581,0.31384
2009,Bavaria,Upper Secondary Level,No,0.10755,157,504,0.08048,0.13463
2009,Bavaria,Post-secondary Non-tertiary Level,Yes,0.33717,51,51,0.20614,0.46821
2009,Bavaria,First Stage of Tertiary Education,Yes,0.33932,67,67,0.22509,0.45355
2009,Bavaria,Second Stage of Tertiary Education,Yes,0.40094,189,243,0.33919,0.46269
2009,Bavaria,Second Stage of Tertiary Education,No,0.09331,54,243,0.05666,0.12995
2009,Berlin,Upper Secondary Level,Yes,0.19232,54,54,0.08621,0.29843
2009,Berlin,Second Stage of Tertiary Education,Yes,0.31344,80,80,0.21115,0.41574
2009,Brandenburg,Upper Secondary Level,Yes,0.21024,67,109,0.13339,0.28709
2009,Brandenburg,Upper Secondary Level,No,0.10294,42,109,0.04563,0.16025
2009,Brandenburg,Second Stage of Tertiary Education,Yes,0.25122,69,69,0.14813,0.35431
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.17179,46,82,0.08965,0.25394
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.17702,36,82,0.09390,0.26015
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.24202,31,31,0.08875,0.39529
2009,Saxony,Upper Secondary Level,Yes,0.22465,188,278,0.17550,0.27380
2009,Saxony,Upper Secondary Level,No,0.11698,90,278,0.07913,0.15483
2009,Saxony,Second Stage of Tertiary Education,Yes,0.27959,114,149,0.20728,0.35189
2009,Saxony,Second Stage of Tertiary Education,No,0.10210,35,149,0.05332,0.15088
2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.20870,91,133,0.13937,0.27802
2009,Saxony-Anhalt,Upper Secondary Level,No,0.11128,42,133,0.05763,0.16493
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.32153,79,79,0.21788,0.42519
2009,Thuringa,Upper Secondary Level,Yes,0.20464,91,147,0.13920,0.27008
2009,Thuringa,Upper Secondary Level,No,0.13330,56,147,0.07817,0.18844
2009,Thuringa,Second Stage of Tertiary Education,Yes,0.29659,59,59,0.17904,0.41414
2010,Schleswig-Holstein,Upper Secondary Level,Yes,0.27284,89,130,0.19598,0.34971
2010,Schleswig-Holstein,Upper Secondary Level,No,0.10716,41,130,0.05378,0.16054
2010,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.19793,40,40,0.07288,0.32299
2010,Hamburg,Upper Secondary Level,Yes,0.22584,32,32,0.07864,0.37303
2010,Hamburg,Second Stage of Tertiary Education,Yes,0.37020,37,37,0.21246,0.52793
2010,Lower Saxony,Upper Secondary Level,Yes,0.22426,251,382,0.18238,0.26615
2010,Lower Saxony,Upper Secondary Level,No,0.13594,131,382,0.10152,0.17035
2010,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.37106,43,43,0.22496,0.51717
2010,Lower Saxony,First Stage of Tertiary Education,Yes,0.30185,41,41,0.15959,0.44411
2010,Lower Saxony,Second Stage of Tertiary Education,Yes,0.32178,133,179,0.25315,0.39041
2010,Lower Saxony,Second Stage of Tertiary Education,No,0.12234,46,179,0.07420,0.17048
2010,North Rhine-Westphalia,Lower Secondary Level,Yes,0.07116,56,95,0.01919,0.12313
2010,North Rhine-Westphalia,Lower Secondary Level,No,0.05602,39,95,0.00953,0.10251
2010,North Rhine-Westphalia,Upper Secondary Level,Yes,0.19980,452,680,0.16972,0.22987
2010,North Rhine-Westphalia,Upper Secondary Level,No,0.10054,228,680,0.07792,0.12316
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.34884,151,201,0.28279,0.41489
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.12145,50,201,0.07618,0.16672
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.36313,103,103,0.26981,0.45646
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35571,321,403,0.30891,0.40251
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08077,82,403,0.05414,0.10741
2010,Hesse,Upper Secondary Level,Yes,0.23412,189,277,0.18416,0.28408
2010,Hesse,Upper Secondary Level,No,0.10418,88,277,0.06814,0.14022
2010,Hesse,Post-secondary Non-tertiary Level,Yes,0.34805,40,40,0.19854,0.49755
2010,Hesse,First Stage of Tertiary Education,Yes,0.38567,36,36,0.22441,0.54693
2010,Hesse,Second Stage of Tertiary Education,Yes,0.37480,165,220,0.31069,0.43892
2010,Hesse,Second Stage of Tertiary Education,No,0.13280,55,220,0.08786,0.17775
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.20977,133,237,0.15782,0.26171
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.13879,104,237,0.09468,0.18290
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34304,68,68,0.22937,0.45671
2010,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12062,42,42,0.02093,0.22031
2010,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.21837,311,474,0.18114,0.25561
2010,Baden-Wuerttemberg,Upper Secondary Level,No,0.14387,163,474,0.11224,0.17549
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.30823,63,63,0.19329,0.42317
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.45072,76,76,0.33811,0.56333
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.37680,254,328,0.32428,0.42932
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.09925,74,328,0.06685,0.13166
2010,Bavaria,Lower Secondary Level,Yes,0.09216,49,49,0.01033,0.17399
2010,Bavaria,Upper Secondary Level,Yes,0.25718,494,766,0.22620,0.28815
2010,Bavaria,Upper Secondary Level,No,0.13382,272,766,0.10969,0.15795
2010,Bavaria,Post-secondary Non-tertiary Level,Yes,0.27158,64,95,0.18167,0.36150
2010,Bavaria,Post-secondary Non-tertiary Level,No,0.21580,31,95,0.13264,0.29897
2010,Bavaria,First Stage of Tertiary Education,Yes,0.35067,80,80,0.24544,0.45589
2010,Bavaria,Second Stage of Tertiary Education,Yes,0.38735,252,328,0.33455,0.44015
2010,Bavaria,Second Stage of Tertiary Education,No,0.08861,76,328,0.05780,0.11941
2010,Berlin,Upper Secondary Level,Yes,0.17363,63,99,0.09864,0.24863
2010,Berlin,Upper Secondary Level,No,0.08926,36,99,0.03281,0.14571
2010,Berlin,Second Stage of Tertiary Education,Yes,0.31825,102,134,0.23908,0.39741
2010,Berlin,Second Stage of Tertiary Education,No,0.09113,32,134,0.04222,0.14005
2010,Brandenburg,Upper Secondary Level,Yes,0.20458,96,151,0.14003,0.26914
2010,Brandenburg,Upper Secondary Level,No,0.14267,55,151,0.08670,0.19864
2010,Brandenburg,Second Stage of Tertiary Education,Yes,0.15900,48,84,0.08033,0.23767
2010,Brandenburg,Second Stage of Tertiary Education,No,0.13124,36,84,0.05859,0.20388
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.19349,62,102,0.11645,0.27053
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.15296,40,102,0.08276,0.22316
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.22380,40,40,0.09299,0.35461
2010,Saxony,Upper Secondary Level,Yes,0.23153,213,341,0.18669,0.27636
2010,Saxony,Upper Secondary Level,No,0.13679,128,341,0.10026,0.17332
2010,Saxony,First Stage of Tertiary Education,Yes,0.22567,35,35,0.08515,0.36618
2010,Saxony,Second Stage of Tertiary Education,Yes,0.29404,143,189,0.22891,0.35916
2010,Saxony,Second Stage of Tertiary Education,No,0.10656,46,189,0.06245,0.15066
2010,Saxony-Anhalt,Upper Secondary Level,Yes,0.24853,105,157,0.18071,0.31634
2010,Saxony-Anhalt,Upper Secondary Level,No,0.09093,52,157,0.04581,0.13605
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.24719,74,74,0.14823,0.34615
2010,Thuringa,Upper Secondary Level,Yes,0.19083,122,196,0.13568,0.24598
2010,Thuringa,Upper Secondary Level,No,0.13247,74,196,0.08489,0.18006
2010,Thuringa,Second Stage of Tertiary Education,Yes,0.29013,72,103,0.20206,0.37821
2010,Thuringa,Second Stage of Tertiary Education,No,0.15718,31,103,0.08655,0.22782
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.28620,136,189,0.22159,0.35081
2011,Schleswig-Holstein,Upper Secondary Level,No,0.09122,53,189,0.05006,0.13238
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.48371,33,33,0.31057,0.65686
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.22633,53,53,0.11259,0.34006
2011,Hamburg,Upper Secondary Level,Yes,0.20314,37,37,0.07171,0.33457
2011,Hamburg,Second Stage of Tertiary Education,Yes,0.24395,31,31,0.09027,0.39763
2011,Lower Saxony,Lower Secondary Level,Yes,0.08862,40,40,-0.00057,0.17782
2011,Lower Saxony,Upper Secondary Level,Yes,0.25957,353,500,0.22110,0.29804
2011,Lower Saxony,Upper Secondary Level,No,0.10463,147,500,0.07778,0.13149
2011,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.38903,64,64,0.26864,0.50942
2011,Lower Saxony,First Stage of Tertiary Education,Yes,0.32530,51,51,0.19544,0.45515
2011,Lower Saxony,Second Stage of Tertiary Education,Yes,0.36048,176,226,0.29774,0.42322
2011,Lower Saxony,Second Stage of Tertiary Education,No,0.11762,50,226,0.07553,0.15972
2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12404,90,127,0.06648,0.18160
2011,North Rhine-Westphalia,Lower Secondary Level,No,0.04167,37,127,0.00677,0.07656
2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21810,560,782,0.18913,0.24706
2011,North Rhine-Westphalia,Upper Secondary Level,No,0.07127,222,782,0.05323,0.08932
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.47322,209,260,0.41241,0.53403
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.11072,51,260,0.07250,0.14893
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.33241,119,119,0.24742,0.41741
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.36460,386,475,0.32127,0.40793
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07976,89,475,0.05537,0.10415
2011,Hesse,Upper Secondary Level,Yes,0.23992,219,310,0.19231,0.28754
2011,Hesse,Upper Secondary Level,No,0.09211,91,310,0.05986,0.12435
2011,Hesse,Post-secondary Non-tertiary Level,Yes,0.39746,55,55,0.26693,0.52799
2011,Hesse,First Stage of Tertiary Education,Yes,0.37221,41,41,0.22240,0.52201
2011,Hesse,Second Stage of Tertiary Education,Yes,0.37377,196,248,0.31344,0.43411
2011,Hesse,Second Stage of Tertiary Education,No,0.10153,52,248,0.06386,0.13919
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.18441,156,256,0.13681,0.23201
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.14314,100,256,0.10015,0.18612
2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.34704,33,33,0.18210,0.51197
2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.27846,37,37,0.13203,0.42488
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.33481,80,80,0.23074,0.43887
2011,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.14606,62,62,0.05743,0.23469
2011,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.27627,440,579,0.23982,0.31273
2011,Baden-Wuerttemberg,Upper Secondary Level,No,0.08979,139,579,0.06648,0.11310
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.32420,84,84,0.22350,0.42490
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.40238,103,103,0.30722,0.49755
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.44185,338,408,0.39361,0.49010
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.08512,70,408,0.05801,0.11224
