,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
864,864,2000,30-45 y.,North Rhine-Westphalia,Comp. time,0.42289,349,6882,0.39856,0.45086
865,865,2000,30-45 y.,North Rhine-Westphalia,Some of both,0.18212,165,6882,0.16501,0.19864
866,866,2000,30-45 y.,North Rhine-Westphalia,Paid,0.22573,192,6882,0.20814,0.24309
867,867,2000,30-45 y.,North Rhine-Westphalia,Not compensated,0.16926,136,6882,0.1521,0.18683
868,868,2000,30-45 y.,Hesse,Comp. time,0.47499,122,6882,0.43616,0.52047
869,869,2000,30-45 y.,Hesse,Some of both,0.18416,56,6882,0.15402,0.22156
870,870,2000,30-45 y.,Hesse,Paid,0.12184,34,6882,0.10162,0.14534
871,871,2000,30-45 y.,Hesse,Not compensated,0.219,59,6882,0.19174,0.24719
872,872,2000,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.42766,122,6882,0.38568,0.46592
873,873,2000,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.26022,65,6882,0.22421,0.30832
874,874,2000,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.16634,45,6882,0.14585,0.19004
875,875,2000,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.14578,36,6882,0.11599,0.17619
876,876,2000,30-45 y.,Baden-Wuerttemberg,Comp. time,0.46503,237,6882,0.43329,0.50844
877,877,2000,30-45 y.,Baden-Wuerttemberg,Some of both,0.21847,117,6882,0.19607,0.24095
878,878,2000,30-45 y.,Baden-Wuerttemberg,Paid,0.16065,96,6882,0.13547,0.18483
879,879,2000,30-45 y.,Baden-Wuerttemberg,Not compensated,0.15585,81,6882,0.13346,0.17937
880,880,2000,30-45 y.,Bavaria,Comp. time,0.50837,316,6882,0.47448,0.53741
881,881,2000,30-45 y.,Bavaria,Some of both,0.21608,130,6882,0.19435,0.23659
882,882,2000,30-45 y.,Bavaria,Paid,0.10284,66,6882,0.08965,0.11743
883,883,2000,30-45 y.,Bavaria,Not compensated,0.1727,92,6882,0.15117,0.19838
884,884,2000,30-45 y.,Berlin,Comp. time,1.0,67,6882,0.88218,1.15294
885,885,2000,30-45 y.,Brandenburg,Comp. time,0.6247,82,6882,0.56519,0.69945
886,886,2000,30-45 y.,Brandenburg,Some of both,0.3753,40,6882,0.30831,0.44655
887,887,2000,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,49,6882,0.84475,1.19278
888,888,2000,30-45 y.,Saxony,Comp. time,0.48137,156,6882,0.44009,0.52279
889,889,2000,30-45 y.,Saxony,Some of both,0.27101,76,6882,0.24197,0.30349
890,890,2000,30-45 y.,Saxony,Paid,0.11766,41,6882,0.10122,0.13692
891,891,2000,30-45 y.,Saxony,Not compensated,0.12995,48,6882,0.1178,0.14143
892,892,2000,30-45 y.,Saxony-Anhalt,Comp. time,0.54726,77,6882,0.49052,0.62868
893,893,2000,30-45 y.,Saxony-Anhalt,Some of both,0.25781,33,6882,0.20658,0.30643
894,894,2000,30-45 y.,Saxony-Anhalt,Not compensated,0.19493,31,6882,0.16425,0.23301
895,895,2000,30-45 y.,Thuringa,Comp. time,0.53662,97,6882,0.49166,0.59598
896,896,2000,30-45 y.,Thuringa,Some of both,0.24982,44,6882,0.215,0.29697
897,897,2000,30-45 y.,Thuringa,Not compensated,0.21356,40,6882,0.18858,0.24642
898,898,2000,46-65 y.,Schleswig-Holstein,Comp. time,1.0,39,6882,0.8051,1.24888
899,899,2000,46-65 y.,Lower Saxony,Comp. time,0.52133,93,6882,0.4757,0.57397
900,900,2000,46-65 y.,Lower Saxony,Some of both,0.27761,42,6882,0.23854,0.31596
901,901,2000,46-65 y.,Lower Saxony,Paid,0.20106,35,6882,0.16928,0.23544
902,902,2000,46-65 y.,North Rhine-Westphalia,Comp. time,0.41471,211,6882,0.38699,0.45263
903,903,2000,46-65 y.,North Rhine-Westphalia,Some of both,0.13017,71,6882,0.11767,0.14307
904,904,2000,46-65 y.,North Rhine-Westphalia,Paid,0.23391,111,6882,0.2083,0.2574
905,905,2000,46-65 y.,North Rhine-Westphalia,Not compensated,0.2212,106,6882,0.19494,0.24935
906,906,2000,46-65 y.,Hesse,Comp. time,0.70392,90,6882,0.63264,0.79121
907,907,2000,46-65 y.,Hesse,Some of both,0.29608,42,6882,0.26295,0.3334
908,908,2000,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,49,6882,0.87213,1.12878
909,909,2000,46-65 y.,Baden-Wuerttemberg,Comp. time,0.44263,123,6882,0.39563,0.49703
910,910,2000,46-65 y.,Baden-Wuerttemberg,Some of both,0.19833,54,6882,0.16508,0.23072
911,911,2000,46-65 y.,Baden-Wuerttemberg,Paid,0.16349,48,6882,0.14274,0.18851
912,912,2000,46-65 y.,Baden-Wuerttemberg,Not compensated,0.19555,56,6882,0.17143,0.21787
913,913,2000,46-65 y.,Bavaria,Comp. time,0.49273,163,6882,0.45533,0.54032
914,914,2000,46-65 y.,Bavaria,Some of both,0.16679,62,6882,0.14267,0.18577
915,915,2000,46-65 y.,Bavaria,Paid,0.11146,41,6882,0.09849,0.12358
916,916,2000,46-65 y.,Bavaria,Not compensated,0.22902,78,6882,0.20838,0.26008
917,917,2000,46-65 y.,Berlin,Comp. time,1.0,44,6882,0.8663,1.13477
918,918,2000,46-65 y.,Brandenburg,Comp. time,1.0,47,6882,0.86463,1.16627
919,919,2000,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,38,6882,0.75969,1.26153
920,920,2000,46-65 y.,Saxony,Comp. time,0.43863,75,6882,0.38808,0.49374
921,921,2000,46-65 y.,Saxony,Some of both,0.25977,33,6882,0.20713,0.31705
922,922,2000,46-65 y.,Saxony,Not compensated,0.3016,46,6882,0.25051,0.36324
923,923,2000,46-65 y.,Saxony-Anhalt,Comp. time,0.61028,57,6882,0.52964,0.69794
924,924,2000,46-65 y.,Saxony-Anhalt,Not compensated,0.38972,34,6882,0.33487,0.43804
925,925,2000,46-65 y.,Thuringa,Comp. time,1.0,62,6882,0.8892,1.11218
926,926,2001,17-29 y.,Lower Saxony,Comp. time,0.62114,56,6192,0.48202,0.75352
927,927,2001,17-29 y.,Lower Saxony,Some of both,0.37886,33,6192,0.31243,0.4587
928,928,2001,17-29 y.,North Rhine-Westphalia,Comp. time,0.39799,117,6192,0.34711,0.45199
929,929,2001,17-29 y.,North Rhine-Westphalia,Some of both,0.22436,56,6192,0.19139,0.25703
930,930,2001,17-29 y.,North Rhine-Westphalia,Paid,0.22721,63,6192,0.18493,0.27241
931,931,2001,17-29 y.,North Rhine-Westphalia,Not compensated,0.15044,37,6192,0.11445,0.19445
932,932,2001,17-29 y.,Hesse,Comp. time,1.0,47,6192,0.79177,1.23896
933,933,2001,17-29 y.,Baden-Wuerttemberg,Comp. time,0.51447,80,6192,0.43716,0.60696
934,934,2001,17-29 y.,Baden-Wuerttemberg,Some of both,0.28694,48,6192,0.2297,0.3518
935,935,2001,17-29 y.,Baden-Wuerttemberg,Paid,0.19859,33,6192,0.15244,0.24502
936,936,2001,17-29 y.,Bavaria,Comp. time,0.58248,114,6192,0.51744,0.64478
937,937,2001,17-29 y.,Bavaria,Some of both,0.26806,45,6192,0.22167,0.32445
938,938,2001,17-29 y.,Bavaria,Not compensated,0.14947,33,6192,0.12369,0.17927
939,939,2001,17-29 y.,Saxony,Comp. time,1.0,63,6192,0.79869,1.16763
940,940,2001,17-29 y.,Saxony-Anhalt,Comp. time,1.0,36,6192,0.80026,1.20255
941,941,2001,17-29 y.,Thuringa,Comp. time,1.0,38,6192,0.74928,1.23838
942,942,2001,30-45 y.,Schleswig-Holstein,Comp. time,1.0,48,6192,0.86154,1.14874
943,943,2001,30-45 y.,Lower Saxony,Comp. time,0.50143,179,6192,0.44249,0.55838
944,944,2001,30-45 y.,Lower Saxony,Some of both,0.2258,83,6192,0.18907,0.26002
945,945,2001,30-45 y.,Lower Saxony,Paid,0.16797,54,6192,0.13757,0.1969
946,946,2001,30-45 y.,Lower Saxony,Not compensated,0.1048,41,6192,0.08553,0.12688
947,947,2001,30-45 y.,North Rhine-Westphalia,Comp. time,0.4131,323,6192,0.38344,0.44453
948,948,2001,30-45 y.,North Rhine-Westphalia,Some of both,0.23054,187,6192,0.21101,0.25307
949,949,2001,30-45 y.,North Rhine-Westphalia,Paid,0.19581,167,6192,0.17731,0.21677
950,950,2001,30-45 y.,North Rhine-Westphalia,Not compensated,0.16055,130,6192,0.14513,0.18068
951,951,2001,30-45 y.,Hesse,Comp. time,0.45988,128,6192,0.4093,0.51524
952,952,2001,30-45 y.,Hesse,Some of both,0.20476,60,6192,0.17231,0.24023
953,953,2001,30-45 y.,Hesse,Paid,0.12971,33,6192,0.10973,0.15272
954,954,2001,30-45 y.,Hesse,Not compensated,0.20565,41,6192,0.16438,0.24307
955,955,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.34404,92,6192,0.29523,0.39388
956,956,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.29623,64,6192,0.2564,0.34138
957,957,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.21609,50,6192,0.18464,0.2548
958,958,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.14364,34,6192,0.11583,0.17404
959,959,2001,30-45 y.,Baden-Wuerttemberg,Comp. time,0.41358,183,6192,0.37081,0.45049
960,960,2001,30-45 y.,Baden-Wuerttemberg,Some of both,0.2531,128,6192,0.21656,0.28078
961,961,2001,30-45 y.,Baden-Wuerttemberg,Paid,0.14658,87,6192,0.12553,0.1689
962,962,2001,30-45 y.,Baden-Wuerttemberg,Not compensated,0.18674,83,6192,0.1639,0.21254
963,963,2001,30-45 y.,Bavaria,Comp. time,0.51721,280,6192,0.47695,0.55907
964,964,2001,30-45 y.,Bavaria,Some of both,0.18159,120,6192,0.15997,0.20955
965,965,2001,30-45 y.,Bavaria,Paid,0.13441,77,6192,0.11703,0.15871
966,966,2001,30-45 y.,Bavaria,Not compensated,0.16679,91,6192,0.14595,0.18662
967,967,2001,30-45 y.,Berlin,Comp. time,0.53059,73,6192,0.47796,0.59758
968,968,2001,30-45 y.,Berlin,Some of both,0.46941,47,6192,0.40185,0.53475
969,969,2001,30-45 y.,Brandenburg,Comp. time,1.0,76,6192,0.86047,1.13757
970,970,2001,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,49,6192,0.85918,1.13369
971,971,2001,30-45 y.,Saxony,Comp. time,0.49002,143,6192,0.45018,0.54598
972,972,2001,30-45 y.,Saxony,Some of both,0.24215,78,6192,0.20313,0.27948
973,973,2001,30-45 y.,Saxony,Paid,0.13431,42,6192,0.11317,0.15397
974,974,2001,30-45 y.,Saxony,Not compensated,0.13352,42,6192,0.11071,0.16271
975,975,2001,30-45 y.,Saxony-Anhalt,Comp. time,1.0,78,6192,0.85687,1.11774
976,976,2001,30-45 y.,Thuringa,Comp. time,0.58153,86,6192,0.50487,0.6512
977,977,2001,30-45 y.,Thuringa,Some of both,0.20824,32,6192,0.16413,0.25836
978,978,2001,30-45 y.,Thuringa,Not compensated,0.21023,34,6192,0.16964,0.25882
979,979,2001,46-65 y.,Lower Saxony,Comp. time,0.63376,84,6192,0.56147,0.709
980,980,2001,46-65 y.,Lower Saxony,Some of both,0.36624,46,6192,0.31064,0.4312
981,981,2001,46-65 y.,North Rhine-Westphalia,Comp. time,0.41294,195,6192,0.37377,0.44982
982,982,2001,46-65 y.,North Rhine-Westphalia,Some of both,0.15641,75,6192,0.13357,0.18076
983,983,2001,46-65 y.,North Rhine-Westphalia,Paid,0.22685,102,6192,0.20442,0.24556
984,984,2001,46-65 y.,North Rhine-Westphalia,Not compensated,0.2038,99,6192,0.17346,0.23527
985,985,2001,46-65 y.,Hesse,Comp. time,0.50026,69,6192,0.43475,0.55852
986,986,2001,46-65 y.,Hesse,Some of both,0.21461,33,6192,0.17913,0.2532
987,987,2001,46-65 y.,Hesse,Not compensated,0.28512,37,6192,0.24707,0.33072
988,988,2001,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,58,6192,0.88832,1.11824
989,989,2001,46-65 y.,Baden-Wuerttemberg,Comp. time,0.47245,114,6192,0.41559,0.52648
990,990,2001,46-65 y.,Baden-Wuerttemberg,Some of both,0.13744,44,6192,0.11523,0.15945
991,991,2001,46-65 y.,Baden-Wuerttemberg,Paid,0.16798,43,6192,0.12706,0.20273
992,992,2001,46-65 y.,Baden-Wuerttemberg,Not compensated,0.22213,62,6192,0.19544,0.25413
993,993,2001,46-65 y.,Bavaria,Comp. time,0.51952,156,6192,0.47407,0.5698
994,994,2001,46-65 y.,Bavaria,Some of both,0.17509,58,6192,0.15199,0.19877
995,995,2001,46-65 y.,Bavaria,Paid,0.10167,31,6192,0.08405,0.1233
996,996,2001,46-65 y.,Bavaria,Not compensated,0.20371,62,6192,0.18248,0.23059
997,997,2001,46-65 y.,Berlin,Comp. time,1.0,49,6192,0.89221,1.15963
998,998,2001,46-65 y.,Brandenburg,Comp. time,1.0,59,6192,0.88387,1.13355
999,999,2001,46-65 y.,Saxony,Comp. time,0.48531,79,6192,0.42525,0.54283
1000,1000,2001,46-65 y.,Saxony,Some of both,0.24782,36,6192,0.20363,0.29201
1001,1001,2001,46-65 y.,Saxony,Not compensated,0.26687,43,6192,0.23278,0.30525
1002,1002,2001,46-65 y.,Saxony-Anhalt,Comp. time,1.0,53,6192,0.84582,1.16616
1003,1003,2001,46-65 y.,Thuringa,Comp. time,1.0,63,6192,0.85251,1.17181
1004,1004,2002,17-29 y.,Lower Saxony,Comp. time,0.7409,66,6484,0.59576,0.89434
1005,1005,2002,17-29 y.,Lower Saxony,Some of both,0.2591,34,6484,0.18067,0.33639
1006,1006,2002,17-29 y.,North Rhine-Westphalia,Comp. time,0.41417,99,6484,0.35085,0.48415
1007,1007,2002,17-29 y.,North Rhine-Westphalia,Some of both,0.20474,45,6484,0.14726,0.26244
1008,1008,2002,17-29 y.,North Rhine-Westphalia,Paid,0.16056,41,6484,0.12641,0.20246
1009,1009,2002,17-29 y.,North Rhine-Westphalia,Not compensated,0.22053,45,6484,0.17374,0.27116
1010,1010,2002,17-29 y.,Hesse,Comp. time,1.0,43,6484,0.80201,1.24055
1011,1011,2002,17-29 y.,Baden-Wuerttemberg,Comp. time,0.50701,72,6484,0.39075,0.63162
1012,1012,2002,17-29 y.,Baden-Wuerttemberg,Some of both,0.26989,35,6484,0.19414,0.34486
1013,1013,2002,17-29 y.,Baden-Wuerttemberg,Paid,0.22311,33,6484,0.1556,0.31222
1014,1014,2002,17-29 y.,Bavaria,Comp. time,0.6673,111,6484,0.56184,0.78048
1015,1015,2002,17-29 y.,Bavaria,Some of both,0.3327,55,6484,0.24662,0.41929
1016,1016,2002,17-29 y.,Brandenburg,Comp. time,1.0,36,6484,0.74162,1.29009
1017,1017,2002,17-29 y.,Saxony,Comp. time,1.0,61,6484,0.78456,1.16965
1018,1018,2002,17-29 y.,Thuringa,Comp. time,1.0,39,6484,0.82192,1.24993
1019,1019,2002,30-45 y.,Schleswig-Holstein,Comp. time,1.0,49,6484,0.7823,1.25446
1020,1020,2002,30-45 y.,Lower Saxony,Comp. time,0.45838,160,6484,0.4042,0.50857
1021,1021,2002,30-45 y.,Lower Saxony,Some of both,0.25099,85,6484,0.21363,0.29268
1022,1022,2002,30-45 y.,Lower Saxony,Paid,0.17431,58,6484,0.13853,0.2081
1023,1023,2002,30-45 y.,Lower Saxony,Not compensated,0.11632,43,6484,0.09095,0.14153
1024,1024,2002,30-45 y.,North Rhine-Westphalia,Comp. time,0.42111,325,6484,0.38366,0.45903
1025,1025,2002,30-45 y.,North Rhine-Westphalia,Some of both,0.2223,169,6484,0.19988,0.24434
1026,1026,2002,30-45 y.,North Rhine-Westphalia,Paid,0.17549,131,6484,0.15403,0.1999
1027,1027,2002,30-45 y.,North Rhine-Westphalia,Not compensated,0.1811,151,6484,0.15759,0.20607
1028,1028,2002,30-45 y.,Hesse,Comp. time,0.49544,141,6484,0.43099,0.5495
1029,1029,2002,30-45 y.,Hesse,Some of both,0.26579,66,6484,0.21744,0.3151
1030,1030,2002,30-45 y.,Hesse,Not compensated,0.23877,72,6484,0.19388,0.28543
1031,1031,2002,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.39754,92,6484,0.32992,0.46439
1032,1032,2002,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.21368,47,6484,0.17611,0.26427
1033,1033,2002,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.18534,38,6484,0.14532,0.21941
1034,1034,2002,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.20344,42,6484,0.15855,0.25398
1035,1035,2002,30-45 y.,Baden-Wuerttemberg,Comp. time,0.43016,197,6484,0.38672,0.47568
1036,1036,2002,30-45 y.,Baden-Wuerttemberg,Some of both,0.23828,134,6484,0.20512,0.27437
1037,1037,2002,30-45 y.,Baden-Wuerttemberg,Paid,0.11914,66,6484,0.09141,0.14377
1038,1038,2002,30-45 y.,Baden-Wuerttemberg,Not compensated,0.21242,115,6484,0.17879,0.24011
1039,1039,2002,30-45 y.,Bavaria,Comp. time,0.52253,277,6484,0.47802,0.56763
1040,1040,2002,30-45 y.,Bavaria,Some of both,0.21701,124,6484,0.18635,0.24521
1041,1041,2002,30-45 y.,Bavaria,Paid,0.09795,57,6484,0.08055,0.11614
1042,1042,2002,30-45 y.,Bavaria,Not compensated,0.16251,107,6484,0.13917,0.18355
1043,1043,2002,30-45 y.,Berlin,Comp. time,0.6439,64,6484,0.55216,0.75766
1044,1044,2002,30-45 y.,Berlin,Some of both,0.3561,31,6484,0.29168,0.42237
1045,1045,2002,30-45 y.,Brandenburg,Comp. time,1.0,77,6484,0.86311,1.1649
1046,1046,2002,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,43,6484,0.80935,1.22897
1047,1047,2002,30-45 y.,Saxony,Comp. time,0.57668,148,6484,0.52095,0.63516
1048,1048,2002,30-45 y.,Saxony,Some of both,0.26344,71,6484,0.21702,0.31467
1049,1049,2002,30-45 y.,Saxony,Not compensated,0.15988,50,6484,0.12741,0.20839
1050,1050,2002,30-45 y.,Saxony-Anhalt,Comp. time,0.7834,74,6484,0.66577,0.89426
1051,1051,2002,30-45 y.,Saxony-Anhalt,Not compensated,0.2166,31,6484,0.16909,0.2829
1052,1052,2002,30-45 y.,Thuringa,Comp. time,0.69705,79,6484,0.59103,0.81101
1053,1053,2002,30-45 y.,Thuringa,Some of both,0.30295,33,6484,0.21846,0.41846
1054,1054,2002,46-65 y.,Schleswig-Holstein,Comp. time,1.0,44,6484,0.77287,1.26191
1055,1055,2002,46-65 y.,Lower Saxony,Comp. time,0.62454,113,6484,0.55533,0.70777
1056,1056,2002,46-65 y.,Lower Saxony,Some of both,0.25358,35,6484,0.20221,0.31759
1057,1057,2002,46-65 y.,Lower Saxony,Not compensated,0.12188,43,6484,0.09139,0.15612
1058,1058,2002,46-65 y.,North Rhine-Westphalia,Comp. time,0.45618,217,6484,0.40306,0.50519
1059,1059,2002,46-65 y.,North Rhine-Westphalia,Some of both,0.16603,95,6484,0.14077,0.18923
1060,1060,2002,46-65 y.,North Rhine-Westphalia,Paid,0.15874,79,6484,0.13714,0.18031
1061,1061,2002,46-65 y.,North Rhine-Westphalia,Not compensated,0.21905,158,6484,0.19087,0.25052
1062,1062,2002,46-65 y.,Hesse,Comp. time,0.6431,88,6484,0.53086,0.74198
1063,1063,2002,46-65 y.,Hesse,Not compensated,0.3569,68,6484,0.28519,0.42886
1064,1064,2002,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.76601,61,6484,0.64468,0.89258
1065,1065,2002,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.23399,31,6484,0.15649,0.31949
1066,1066,2002,46-65 y.,Baden-Wuerttemberg,Comp. time,0.47368,130,6484,0.41078,0.5472
1067,1067,2002,46-65 y.,Baden-Wuerttemberg,Some of both,0.13112,44,6484,0.09414,0.17418
1068,1068,2002,46-65 y.,Baden-Wuerttemberg,Paid,0.15266,34,6484,0.11593,0.19896
1069,1069,2002,46-65 y.,Baden-Wuerttemberg,Not compensated,0.24254,107,6484,0.19774,0.28673
1070,1070,2002,46-65 y.,Bavaria,Comp. time,0.61129,176,6484,0.53339,0.69799
1071,1071,2002,46-65 y.,Bavaria,Some of both,0.17181,62,6484,0.14045,0.20188
1072,1072,2002,46-65 y.,Bavaria,Not compensated,0.2169,107,6484,0.17834,0.27418
1073,1073,2002,46-65 y.,Berlin,Comp. time,0.70272,53,6484,0.57651,0.84911
1074,1074,2002,46-65 y.,Berlin,Not compensated,0.29728,36,6484,0.20203,0.40573
1075,1075,2002,46-65 y.,Brandenburg,Comp. time,1.0,56,6484,0.81715,1.15413
1076,1076,2002,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,38,6484,0.79536,1.21195
1077,1077,2002,46-65 y.,Saxony,Comp. time,0.51868,93,6484,0.44623,0.59319
1078,1078,2002,46-65 y.,Saxony,Some of both,0.2131,39,6484,0.17591,0.25462
1079,1079,2002,46-65 y.,Saxony,Not compensated,0.26822,64,6484,0.21901,0.33121
1080,1080,2002,46-65 y.,Saxony-Anhalt,Comp. time,0.6145,59,6484,0.51866,0.72945
1081,1081,2002,46-65 y.,Saxony-Anhalt,Not compensated,0.3855,39,6484,0.28195,0.49496
1082,1082,2002,46-65 y.,Thuringa,Comp. time,1.0,53,6484,0.813,1.16923
1083,1083,2003,17-29 y.,Lower Saxony,Comp. time,1.0,70,6137,0.77545,1.22514
1084,1084,2003,17-29 y.,North Rhine-Westphalia,Comp. time,0.47526,106,6137,0.4024,0.56541
1085,1085,2003,17-29 y.,North Rhine-Westphalia,Some of both,0.17857,46,6137,0.1285,0.23736
1086,1086,2003,17-29 y.,North Rhine-Westphalia,Paid,0.17002,44,6137,0.13739,0.20501
1087,1087,2003,17-29 y.,North Rhine-Westphalia,Not compensated,0.17615,40,6137,0.13617,0.21877
1088,1088,2003,17-29 y.,Hesse,Comp. time,1.0,50,6137,0.79872,1.2312
1089,1089,2003,17-29 y.,Baden-Wuerttemberg,Comp. time,0.52687,80,6137,0.42978,0.62613
1090,1090,2003,17-29 y.,Baden-Wuerttemberg,Some of both,0.2308,33,6137,0.19004,0.27816
1091,1091,2003,17-29 y.,Baden-Wuerttemberg,Paid,0.24233,35,6137,0.13115,0.36785
1092,1092,2003,17-29 y.,Bavaria,Comp. time,0.73843,126,6137,0.63193,0.8516
1093,1093,2003,17-29 y.,Bavaria,Some of both,0.26157,47,6137,0.2063,0.33758
1094,1094,2003,17-29 y.,Brandenburg,Comp. time,1.0,31,6137,0.66846,1.31725
1095,1095,2003,17-29 y.,Saxony,Comp. time,1.0,63,6137,0.79871,1.24575
1096,1096,2003,17-29 y.,Thuringa,Comp. time,1.0,50,6137,0.80117,1.20162
1097,1097,2003,30-45 y.,Schleswig-Holstein,Comp. time,1.0,44,6137,0.79137,1.19148
1098,1098,2003,30-45 y.,Lower Saxony,Comp. time,0.52332,164,6137,0.46907,0.59045
1099,1099,2003,30-45 y.,Lower Saxony,Some of both,0.20005,82,6137,0.17087,0.23154
1100,1100,2003,30-45 y.,Lower Saxony,Paid,0.14498,48,6137,0.11425,0.17752
1101,1101,2003,30-45 y.,Lower Saxony,Not compensated,0.13166,51,6137,0.10285,0.17258
1102,1102,2003,30-45 y.,North Rhine-Westphalia,Comp. time,0.41927,325,6137,0.37952,0.45526
1103,1103,2003,30-45 y.,North Rhine-Westphalia,Some of both,0.22791,156,6137,0.20057,0.25907
1104,1104,2003,30-45 y.,North Rhine-Westphalia,Paid,0.18154,111,6137,0.1584,0.20901
1105,1105,2003,30-45 y.,North Rhine-Westphalia,Not compensated,0.17128,128,6137,0.14268,0.19724
1106,1106,2003,30-45 y.,Hesse,Comp. time,0.54541,127,6137,0.47985,0.61778
1107,1107,2003,30-45 y.,Hesse,Some of both,0.27,61,6137,0.22144,0.32858
1108,1108,2003,30-45 y.,Hesse,Not compensated,0.18459,54,6137,0.14721,0.21957
1109,1109,2003,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.50888,104,6137,0.43824,0.58845
1110,1110,2003,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.24455,42,6137,0.20208,0.29691
1111,1111,2003,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.24657,40,6137,0.19543,0.30805
1112,1112,2003,30-45 y.,Baden-Wuerttemberg,Comp. time,0.43305,187,6137,0.39994,0.48079
1113,1113,2003,30-45 y.,Baden-Wuerttemberg,Some of both,0.26819,116,6137,0.23237,0.30695
1114,1114,2003,30-45 y.,Baden-Wuerttemberg,Paid,0.12231,63,6137,0.09792,0.14958
1115,1115,2003,30-45 y.,Baden-Wuerttemberg,Not compensated,0.17646,104,6137,0.14922,0.2026
1116,1116,2003,30-45 y.,Bavaria,Comp. time,0.5545,280,6137,0.50294,0.59838
1117,1117,2003,30-45 y.,Bavaria,Some of both,0.17749,112,6137,0.15022,0.20337
1118,1118,2003,30-45 y.,Bavaria,Paid,0.09018,46,6137,0.07017,0.1069
1119,1119,2003,30-45 y.,Bavaria,Not compensated,0.17783,102,6137,0.14854,0.20453
1120,1120,2003,30-45 y.,Berlin,Comp. time,1.0,57,6137,0.82216,1.19806
1121,1121,2003,30-45 y.,Brandenburg,Comp. time,1.0,77,6137,0.82323,1.18321
1122,1122,2003,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,43,6137,0.81514,1.21238
1123,1123,2003,30-45 y.,Saxony,Comp. time,0.60367,145,6137,0.51445,0.67259
1124,1124,2003,30-45 y.,Saxony,Some of both,0.25759,67,6137,0.21894,0.30283
1125,1125,2003,30-45 y.,Saxony,Not compensated,0.13874,43,6137,0.10725,0.17972
1126,1126,2003,30-45 y.,Saxony-Anhalt,Comp. time,0.65614,68,6137,0.55288,0.74647
1127,1127,2003,30-45 y.,Saxony-Anhalt,Some of both,0.34386,34,6137,0.2628,0.41648
1128,1128,2003,30-45 y.,Thuringa,Comp. time,0.73288,64,6137,0.57718,0.92252
1129,1129,2003,30-45 y.,Thuringa,Not compensated,0.26712,31,6137,0.17205,0.37879
1130,1130,2003,46-65 y.,Schleswig-Holstein,Comp. time,1.0,38,6137,0.7777,1.1754
1131,1131,2003,46-65 y.,Lower Saxony,Comp. time,0.62,119,6137,0.53209,0.70599
1132,1132,2003,46-65 y.,Lower Saxony,Some of both,0.25004,39,6137,0.1983,0.30818
1133,1133,2003,46-65 y.,Lower Saxony,Not compensated,0.12996,46,6137,0.10084,0.15787
1134,1134,2003,46-65 y.,North Rhine-Westphalia,Comp. time,0.44169,205,6137,0.3981,0.49391
1135,1135,2003,46-65 y.,North Rhine-Westphalia,Some of both,0.16899,89,6137,0.1455,0.19745
1136,1136,2003,46-65 y.,North Rhine-Westphalia,Paid,0.16276,72,6137,0.13623,0.19864
1137,1137,2003,46-65 y.,North Rhine-Westphalia,Not compensated,0.22657,141,6137,0.19536,0.26516
1138,1138,2003,46-65 y.,Hesse,Comp. time,0.56332,84,6137,0.47515,0.67853
1139,1139,2003,46-65 y.,Hesse,Some of both,0.18253,37,6137,0.14,0.2328
1140,1140,2003,46-65 y.,Hesse,Not compensated,0.25415,63,6137,0.21046,0.30705
1141,1141,2003,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.72479,64,6137,0.62834,0.86359
1142,1142,2003,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.27521,33,6137,0.20103,0.37524
1143,1143,2003,46-65 y.,Baden-Wuerttemberg,Comp. time,0.46304,125,6137,0.40583,0.5333
