year,bula_h,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Hesse,Upper Secondary Level,Comp. time,0.15778,114,202,0.10738,0.20818
2007,Hesse,Upper Secondary Level,Some of both,0.07244,54,202,0.03660,0.10827
2007,Hesse,Upper Secondary Level,Not compensated,0.05345,34,202,0.02235,0.08454
2007,Hesse,Second Stage of Tertiary Education,Comp. time,0.19847,54,132,0.13017,0.26677
2007,Hesse,Second Stage of Tertiary Education,Not compensated,0.22626,78,132,0.15461,0.29791
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.16939,102,171,0.11301,0.22578
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06370,38,171,0.02699,0.10041
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.06366,31,171,0.02696,0.10037
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.18582,38,38,0.06049,0.31115
2007,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.20470,225,429,0.16647,0.24292
2007,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.07834,95,429,0.05288,0.10379
2007,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.04114,44,429,0.02233,0.05996
2007,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04874,65,429,0.02834,0.06914
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.23699,32,32,0.08730,0.38669
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.25389,45,45,0.12528,0.38249
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.15251,70,208,0.10353,0.20148
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.06306,36,208,0.02994,0.09617
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.17492,102,208,0.12317,0.22667
2007,Bavaria,Upper Secondary Level,Comp. time,0.22935,354,593,0.19549,0.26322
2007,Bavaria,Upper Secondary Level,Some of both,0.07145,110,593,0.05070,0.09219
2007,Bavaria,Upper Secondary Level,Paid,0.03152,52,593,0.01744,0.04559
2007,Bavaria,Upper Secondary Level,Not compensated,0.04889,77,593,0.03152,0.06626
2007,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.19051,36,36,0.06041,0.32061
2007,Bavaria,First Stage of Tertiary Education,Comp. time,0.27563,57,57,0.15860,0.39267
2007,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17018,90,231,0.12161,0.21875
2007,Bavaria,Second Stage of Tertiary Education,Some of both,0.07998,39,231,0.04492,0.11504
2007,Bavaria,Second Stage of Tertiary Education,Not compensated,0.15028,102,231,0.10410,0.19647
2007,Berlin,Upper Secondary Level,Comp. time,0.14728,50,50,0.04806,0.24651
2007,Berlin,Second Stage of Tertiary Education,Comp. time,0.21543,53,89,0.12954,0.30133
2007,Berlin,Second Stage of Tertiary Education,Not compensated,0.11870,36,89,0.05113,0.18628
2007,Brandenburg,Upper Secondary Level,Comp. time,0.19384,77,114,0.12095,0.26673
2007,Brandenburg,Upper Secondary Level,Some of both,0.08585,37,114,0.03419,0.13750
2007,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.13449,43,74,0.05623,0.21276
2007,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.07345,31,74,0.01360,0.13329
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19918,57,57,0.09457,0.30378
2007,Saxony,Upper Secondary Level,Comp. time,0.15300,144,245,0.10783,0.19817
2007,Saxony,Upper Secondary Level,Some of both,0.09862,69,245,0.06121,0.13604
2007,Saxony,Upper Secondary Level,Not compensated,0.03287,32,245,0.01050,0.05525
2007,Saxony,Second Stage of Tertiary Education,Comp. time,0.16929,84,145,0.10804,0.23054
2007,Saxony,Second Stage of Tertiary Education,Not compensated,0.13424,61,145,0.07856,0.18992
2007,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14960,70,107,0.08170,0.21750
2007,Saxony-Anhalt,Upper Secondary Level,Some of both,0.08987,37,107,0.03543,0.14432
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.19770,54,98,0.11844,0.27696
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.14569,44,98,0.07548,0.21590
2007,Thuringa,Upper Secondary Level,Comp. time,0.15722,89,165,0.10151,0.21293
2007,Thuringa,Upper Secondary Level,Some of both,0.08091,43,165,0.03917,0.12264
2007,Thuringa,Upper Secondary Level,Paid,0.06009,33,165,0.02372,0.09647
2007,Thuringa,Second Stage of Tertiary Education,Comp. time,0.23424,47,79,0.14025,0.32824
2007,Thuringa,Second Stage of Tertiary Education,Not compensated,0.15171,32,79,0.07210,0.23132
2008,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.17094,43,43,0.05708,0.28479
2008,Lower Saxony,Upper Secondary Level,Comp. time,0.18984,160,317,0.14660,0.23308
2008,Lower Saxony,Upper Secondary Level,Some of both,0.08551,82,317,0.05468,0.11634
2008,Lower Saxony,Upper Secondary Level,Paid,0.04083,39,317,0.01901,0.06265
2008,Lower Saxony,Upper Secondary Level,Not compensated,0.02959,36,317,0.01091,0.04828
2008,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.15110,51,106,0.08259,0.21960
2008,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.21566,55,106,0.13699,0.29433
2008,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.15032,287,600,0.12170,0.17894
2008,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.07838,124,600,0.05686,0.09991
2008,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05735,101,600,0.03873,0.07597
2008,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03817,88,600,0.02283,0.05352
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.26154,71,71,0.15859,0.36450
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.23310,61,61,0.12612,0.34008
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.18852,131,307,0.14470,0.23235
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06087,48,307,0.03408,0.08766
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.14644,128,307,0.10683,0.18606
2008,Hesse,Upper Secondary Level,Comp. time,0.15950,115,210,0.10986,0.20914
2008,Hesse,Upper Secondary Level,Some of both,0.08852,58,210,0.05001,0.12703
2008,Hesse,Upper Secondary Level,Not compensated,0.05835,37,210,0.02657,0.09013
2008,Hesse,Second Stage of Tertiary Education,Comp. time,0.17819,57,136,0.11364,0.24275
2008,Hesse,Second Stage of Tertiary Education,Not compensated,0.23984,79,136,0.16781,0.31186
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.17064,95,133,0.10647,0.23482
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06417,38,133,0.02236,0.10598
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.20520,35,81,0.11670,0.29370
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.22245,46,81,0.13132,0.31359
2008,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.19617,217,420,0.15815,0.23420
2008,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.09834,91,420,0.06983,0.12685
2008,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.04657,49,420,0.02640,0.06675
2008,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04692,63,420,0.02667,0.06717
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.32492,47,47,0.18957,0.46026
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.17784,78,201,0.12485,0.23084
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.09206,35,201,0.05199,0.13213
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.18405,88,201,0.13035,0.23776
2008,Bavaria,Lower Secondary Level,Comp. time,0.10224,32,32,-0.00441,0.20889
2008,Bavaria,Upper Secondary Level,Comp. time,0.24282,346,584,0.20801,0.27763
2008,Bavaria,Upper Secondary Level,Some of both,0.07262,113,584,0.05155,0.09368
2008,Bavaria,Upper Secondary Level,Paid,0.03897,50,584,0.02326,0.05468
2008,Bavaria,Upper Secondary Level,Not compensated,0.05956,75,584,0.04035,0.07878
2008,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.31938,41,41,0.17490,0.46387
2008,Bavaria,First Stage of Tertiary Education,Comp. time,0.25805,56,56,0.14241,0.37369
2008,Bavaria,Second Stage of Tertiary Education,Comp. time,0.16964,90,233,0.12135,0.21794
2008,Bavaria,Second Stage of Tertiary Education,Some of both,0.07836,38,233,0.04378,0.11294
2008,Bavaria,Second Stage of Tertiary Education,Not compensated,0.16446,105,233,0.11676,0.21217
2008,Berlin,Upper Secondary Level,Comp. time,0.16278,43,43,0.05113,0.27443
2008,Berlin,Second Stage of Tertiary Education,Comp. time,0.22909,46,85,0.13922,0.31896
2008,Berlin,Second Stage of Tertiary Education,Not compensated,0.10123,39,85,0.03673,0.16574
2008,Brandenburg,Upper Secondary Level,Comp. time,0.20120,73,105,0.12415,0.27825
2008,Brandenburg,Upper Secondary Level,Some of both,0.09611,32,105,0.03946,0.15276
2008,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.16986,39,39,0.05047,0.28926
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.15986,39,71,0.07401,0.24571
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Some of both,0.13184,32,71,0.05258,0.21109
2008,Saxony,Upper Secondary Level,Comp. time,0.18420,152,256,0.13662,0.23178
2008,Saxony,Upper Secondary Level,Some of both,0.09656,72,256,0.06031,0.13282
2008,Saxony,Upper Secondary Level,Paid,0.04153,32,256,0.01704,0.06602
2008,Saxony,Second Stage of Tertiary Education,Comp. time,0.19221,76,138,0.12622,0.25819
2008,Saxony,Second Stage of Tertiary Education,Not compensated,0.13567,62,138,0.07833,0.19302
2008,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14088,66,103,0.07336,0.20840
2008,Saxony-Anhalt,Upper Secondary Level,Some of both,0.10829,37,103,0.04798,0.16860
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.18111,45,79,0.09564,0.26657
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.11088,34,79,0.04120,0.18056
2008,Thuringa,Upper Secondary Level,Comp. time,0.17670,87,123,0.10902,0.24438
2008,Thuringa,Upper Secondary Level,Some of both,0.08918,36,123,0.03860,0.13975
2008,Thuringa,Second Stage of Tertiary Education,Comp. time,0.26345,49,80,0.16632,0.36059
2008,Thuringa,Second Stage of Tertiary Education,Not compensated,0.13285,31,80,0.05800,0.20770
2009,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.17327,46,46,0.06269,0.28386
2009,Lower Saxony,Upper Secondary Level,Comp. time,0.16178,135,287,0.11910,0.20446
2009,Lower Saxony,Upper Secondary Level,Some of both,0.09901,74,287,0.06440,0.13363
2009,Lower Saxony,Upper Secondary Level,Paid,0.04921,41,287,0.02414,0.07428
2009,Lower Saxony,Upper Secondary Level,Not compensated,0.04094,37,287,0.01798,0.06391
2009,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.18989,58,105,0.11451,0.26527
2009,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.16360,47,105,0.09250,0.23469
2009,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.12988,237,501,0.10041,0.15934
2009,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.07632,122,501,0.05305,0.09960
2009,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05366,81,501,0.03391,0.07341
2009,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02664,61,501,0.01253,0.04076
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.26466,61,61,0.15303,0.37628
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.21597,56,87,0.12900,0.30294
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.11914,31,87,0.05067,0.18760
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.17071,118,282,0.12672,0.21471
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.05979,40,282,0.03207,0.08752
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.14563,124,282,0.10439,0.18688
2009,Hesse,Upper Secondary Level,Comp. time,0.16126,99,184,0.10797,0.21454
2009,Hesse,Upper Secondary Level,Some of both,0.07400,50,184,0.03607,0.11193
2009,Hesse,Upper Secondary Level,Not compensated,0.05985,35,184,0.02548,0.09422
2009,Hesse,Second Stage of Tertiary Education,Comp. time,0.17260,55,129,0.10713,0.23807
2009,Hesse,Second Stage of Tertiary Education,Not compensated,0.25095,74,129,0.17584,0.32606
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.16458,92,92,0.08840,0.24077
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.27003,34,34,0.11855,0.42151
2009,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.20183,188,353,0.15990,0.24376
2009,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.09153,78,353,0.06141,0.12165
2009,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.04600,38,353,0.02412,0.06789
2009,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03299,49,353,0.01433,0.05164
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.25979,42,42,0.12556,0.39402
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.14909,68,181,0.09706,0.20113
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.11914,38,181,0.07181,0.16646
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.14179,75,181,0.09083,0.19275
2009,Bavaria,Upper Secondary Level,Comp. time,0.23581,301,508,0.19886,0.27276
2009,Bavaria,Upper Secondary Level,Some of both,0.06040,93,508,0.03966,0.08114
2009,Bavaria,Upper Secondary Level,Paid,0.03013,40,508,0.01525,0.04501
2009,Bavaria,Upper Secondary Level,Not compensated,0.05989,74,508,0.03924,0.08055
2009,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.35442,44,44,0.21145,0.49739
2009,Bavaria,First Stage of Tertiary Education,Comp. time,0.24829,47,47,0.12345,0.37314
2009,Bavaria,Second Stage of Tertiary Education,Comp. time,0.21924,103,236,0.16635,0.27214
2009,Bavaria,Second Stage of Tertiary Education,Some of both,0.08997,35,236,0.05339,0.12656
2009,Bavaria,Second Stage of Tertiary Education,Not compensated,0.16147,98,236,0.11442,0.20852
2009,Berlin,Upper Secondary Level,Comp. time,0.14618,40,40,0.03530,0.25706
2009,Berlin,Second Stage of Tertiary Education,Comp. time,0.23223,44,75,0.13602,0.32844
2009,Berlin,Second Stage of Tertiary Education,Not compensated,0.08987,31,75,0.02470,0.15503
2009,Brandenburg,Upper Secondary Level,Comp. time,0.18774,59,59,0.08724,0.28824
2009,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.18661,42,73,0.09661,0.27660
2009,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.09688,31,73,0.02855,0.16520
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19110,48,48,0.07870,0.30350
2009,Saxony,Upper Secondary Level,Comp. time,0.15950,138,251,0.11411,0.20489
2009,Saxony,Upper Secondary Level,Some of both,0.12355,82,251,0.08276,0.16434
2009,Saxony,Upper Secondary Level,Paid,0.03495,31,251,0.01218,0.05771
2009,Saxony,Second Stage of Tertiary Education,Comp. time,0.16821,67,120,0.10100,0.23541
2009,Saxony,Second Stage of Tertiary Education,Not compensated,0.12057,53,120,0.06206,0.17907
2009,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.15792,70,101,0.08645,0.22940
2009,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09251,31,101,0.03572,0.14930
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.15860,47,81,0.07855,0.23865
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.12684,34,81,0.05391,0.19976
2009,Thuringa,Upper Secondary Level,Comp. time,0.17579,76,108,0.10367,0.24792
2009,Thuringa,Upper Secondary Level,Some of both,0.09045,32,108,0.03610,0.14480
2009,Thuringa,Second Stage of Tertiary Education,Comp. time,0.25846,47,47,0.13195,0.38498
2010,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.20725,72,72,0.11297,0.30154
2010,Lower Saxony,Upper Secondary Level,Comp. time,0.18625,193,388,0.14747,0.22504
2010,Lower Saxony,Upper Secondary Level,Some of both,0.09258,98,388,0.06370,0.12146
2010,Lower Saxony,Upper Secondary Level,Paid,0.06514,62,388,0.04055,0.08972
2010,Lower Saxony,Upper Secondary Level,Not compensated,0.02955,35,388,0.01268,0.04643
2010,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.37714,41,41,0.22694,0.52734
2010,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.25519,94,175,0.19041,0.31997
2010,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.04746,35,175,0.01587,0.07905
2010,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.13517,46,175,0.08436,0.18597
2010,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.05496,38,38,-0.01847,0.12840
2010,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.14394,329,686,0.11765,0.17023
2010,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06436,149,686,0.04599,0.08274
2010,North Rhine-Westphalia,Upper Secondary Level,Paid,0.06059,141,686,0.04273,0.07846
2010,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03367,67,686,0.02016,0.04718
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.27622,114,154,0.20537,0.34707
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.13351,40,154,0.07961,0.18740
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.24499,67,101,0.16070,0.32929
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.13166,34,101,0.06539,0.19793
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.19388,158,381,0.15413,0.23363
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.07529,68,381,0.04876,0.10182
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.14241,155,381,0.10727,0.17755
2010,Hesse,Upper Secondary Level,Comp. time,0.17835,145,278,0.13327,0.22343
2010,Hesse,Upper Secondary Level,Some of both,0.06837,61,278,0.03865,0.09810
2010,Hesse,Upper Secondary Level,Paid,0.04073,35,278,0.01745,0.06400
2010,Hesse,Upper Secondary Level,Not compensated,0.05139,37,278,0.02539,0.07739
2010,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.21255,31,31,0.06615,0.35894
2010,Hesse,First Stage of Tertiary Education,Comp. time,0.27455,31,31,0.11485,0.43425
2010,Hesse,Second Stage of Tertiary Education,Comp. time,0.20016,87,217,0.14680,0.25352
2010,Hesse,Second Stage of Tertiary Education,Some of both,0.06545,32,217,0.03247,0.09843
2010,Hesse,Second Stage of Tertiary Education,Not compensated,0.23104,98,217,0.17483,0.28725
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.18559,128,213,0.13325,0.23792
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.04991,47,213,0.02059,0.07922
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.06427,38,213,0.03126,0.09728
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.28103,51,51,0.15643,0.40562
2010,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.10670,34,34,0.00136,0.21203
2010,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.22272,260,478,0.18538,0.26006
2010,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.06325,86,478,0.04141,0.08510
2010,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.04263,66,478,0.02450,0.06076
2010,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03529,66,478,0.01873,0.05185
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.25429,45,45,0.12562,0.38296
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.27442,52,52,0.15195,0.39689
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.18574,113,314,0.14266,0.22882
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.10133,61,314,0.06789,0.13476
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.17538,140,314,0.13325,0.21751
2010,Bavaria,Lower Secondary Level,Comp. time,0.06956,42,42,-0.00831,0.14743
2010,Bavaria,Upper Secondary Level,Comp. time,0.24700,470,767,0.21646,0.27754
2010,Bavaria,Upper Secondary Level,Some of both,0.06807,143,767,0.05023,0.08591
2010,Bavaria,Upper Secondary Level,Paid,0.03051,68,767,0.01833,0.04269
2010,Bavaria,Upper Secondary Level,Not compensated,0.04483,86,767,0.03017,0.05948
2010,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.43669,72,72,0.32132,0.55206
2010,Bavaria,First Stage of Tertiary Education,Comp. time,0.23147,66,66,0.12894,0.33401
2010,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17103,138,315,0.12938,0.21268
2010,Bavaria,Second Stage of Tertiary Education,Some of both,0.07820,38,315,0.04850,0.10790
2010,Bavaria,Second Stage of Tertiary Education,Not compensated,0.20917,139,315,0.16418,0.25416
2010,Berlin,Upper Secondary Level,Comp. time,0.14491,56,56,0.05188,0.23794
2010,Berlin,Second Stage of Tertiary Education,Comp. time,0.23261,65,112,0.15401,0.31121
2010,Berlin,Second Stage of Tertiary Education,Not compensated,0.12256,47,112,0.06155,0.18356
2010,Brandenburg,Upper Secondary Level,Comp. time,0.22012,81,81,0.12933,0.31092
2010,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.19198,49,49,0.08056,0.30340
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19511,56,56,0.09038,0.29985
2010,Saxony,Upper Secondary Level,Comp. time,0.21770,196,339,0.17370,0.26169
2010,Saxony,Upper Secondary Level,Some of both,0.08736,76,339,0.05726,0.11746
2010,Saxony,Upper Secondary Level,Paid,0.03496,36,339,0.01538,0.05455
2010,Saxony,Upper Secondary Level,Not compensated,0.03031,31,339,0.01203,0.04859
2010,Saxony,Second Stage of Tertiary Education,Comp. time,0.17131,83,182,0.11642,0.22620
2010,Saxony,Second Stage of Tertiary Education,Some of both,0.08673,31,182,0.04573,0.12773
2010,Saxony,Second Stage of Tertiary Education,Not compensated,0.12353,68,182,0.07559,0.17147
2010,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.16619,76,123,0.10014,0.23225
2010,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09765,47,123,0.04498,0.15032
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.23971,54,88,0.15000,0.32942
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.11609,34,88,0.04878,0.18341
2010,Thuringa,Upper Secondary Level,Comp. time,0.15094,89,174,0.09759,0.20428
2010,Thuringa,Upper Secondary Level,Some of both,0.07675,47,174,0.03708,0.11642
2010,Thuringa,Upper Secondary Level,Paid,0.04590,38,174,0.01472,0.07709
2010,Thuringa,Second Stage of Tertiary Education,Comp. time,0.28380,57,57,0.16571,0.40188
2011,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.20487,87,134,0.13627,0.27346
2011,Schleswig-Holstein,Upper Secondary Level,Some of both,0.06999,47,134,0.02663,0.11335
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.16176,34,34,0.03612,0.28740
2011,Lower Saxony,Lower Secondary Level,Comp. time,0.07722,31,31,-0.01830,0.17274
2011,Lower Saxony,Upper Secondary Level,Comp. time,0.17689,238,501,0.14344,0.21034
2011,Lower Saxony,Upper Secondary Level,Some of both,0.08125,117,501,0.05730,0.10520
2011,Lower Saxony,Upper Secondary Level,Paid,0.06735,94,501,0.04538,0.08932
2011,Lower Saxony,Upper Secondary Level,Not compensated,0.04126,52,501,0.02382,0.05869
2011,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.30446,50,50,0.17561,0.43331
2011,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.17138,31,31,0.03653,0.30622
2011,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.22524,114,218,0.16966,0.28082
2011,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.06500,37,218,0.03220,0.09780
2011,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.16593,67,218,0.11644,0.21543
2011,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.06064,42,90,0.01106,0.11023
2011,North Rhine-Westphalia,Lower Secondary Level,Paid,0.05320,48,90,0.00657,0.09983
2011,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13680,381,781,0.11268,0.16092
2011,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06200,163,781,0.04508,0.07892
2011,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05379,148,781,0.03795,0.06962
2011,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03622,89,781,0.02311,0.04933
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.32701,138,260,0.26987,0.38414
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.10812,46,260,0.07030,0.14593
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Paid,0.05254,36,260,0.02537,0.07971
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.09628,40,260,0.06035,0.13220
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.18773,67,133,0.12111,0.25434
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.07804,31,133,0.03228,0.12380
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Not compensated,0.10912,35,133,0.05593,0.16231
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.19194,195,476,0.15652,0.22735
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.07553,78,476,0.05177,0.09930
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.03759,33,476,0.02048,0.05469
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.13788,170,476,0.10687,0.16888
2011,Hesse,Upper Secondary Level,Comp. time,0.16046,154,310,0.11954,0.20139
2011,Hesse,Upper Secondary Level,Some of both,0.08681,80,310,0.05542,0.11821
2011,Hesse,Upper Secondary Level,Paid,0.03799,41,310,0.01667,0.05930
2011,Hesse,Upper Secondary Level,Not compensated,0.04597,35,310,0.02262,0.06932
2011,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.32651,45,45,0.18794,0.46507
2011,Hesse,First Stage of Tertiary Education,Comp. time,0.22962,33,33,0.08390,0.37535
2011,Hesse,Second Stage of Tertiary Education,Comp. time,0.21623,95,234,0.16337,0.26909
2011,Hesse,Second Stage of Tertiary Education,Some of both,0.06844,38,234,0.03602,0.10086
