"plb0195_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bezahlt","2019","Realschule","Staedtischer Raum","","","",""
"Bezahlt","2019","Realschule","Laendlicher Raum","","","",""
"Bezahlt","2019","(Fach-)Abitur","Staedtischer Raum","","","",""
"Bezahlt","2019","(Fach-)Abitur","Laendlicher Raum","","","",""
"Bezahlt","2019","AkademikerIn","Staedtischer Raum","","","",""
"Bezahlt","2019","AkademikerIn","Laendlicher Raum","","","",""
"Nicht abgegolten","2019","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nicht abgegolten","2019","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","2019","Hauptschule","Staedtischer Raum","","","",""
"Nicht abgegolten","2019","Hauptschule","Laendlicher Raum","","","",""
"Nicht abgegolten","2019","Realschule","Staedtischer Raum","","","",""
"Nicht abgegolten","2019","Realschule","Laendlicher Raum","","","",""
"Nicht abgegolten","2019","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nicht abgegolten","2019","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nicht abgegolten","2019","AkademikerIn","Staedtischer Raum","","","",""
"Nicht abgegolten","2019","AkademikerIn","Laendlicher Raum","","","",""
"Abgefeiert","2020","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Abgefeiert","2020","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Abgefeiert","2020","Hauptschule","Staedtischer Raum","395","0.459976347449946","0.428199827881877","0.491752867018015"
"Abgefeiert","2020","Hauptschule","Laendlicher Raum","314","0.475020361111358","0.437094249474404","0.512946472748313"
"Abgefeiert","2020","Realschule","Staedtischer Raum","895","0.567418259445684","0.542625711789836","0.592210807101533"
"Abgefeiert","2020","Realschule","Laendlicher Raum","719","0.568369580219933","0.540933797051395","0.595805363388471"
"Abgefeiert","2020","(Fach-)Abitur","Staedtischer Raum","729","0.602001212579709","0.575832159135853","0.628170266023564"
"Abgefeiert","2020","(Fach-)Abitur","Laendlicher Raum","350","0.678354706279817","0.63913838411406","0.717571028445574"
"Abgefeiert","2020","AkademikerIn","Staedtischer Raum","1267","0.564745728300675","0.544926859726575","0.584564596874775"
"Abgefeiert","2020","AkademikerIn","Laendlicher Raum","436","0.565258843357601","0.531246067849318","0.599271618865884"
"Teils, teils","2020","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Teils, teils","2020","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Teils, teils","2020","Hauptschule","Staedtischer Raum","290","0.298303797117538","0.269133816486603","0.327473777748472"
"Teils, teils","2020","Hauptschule","Laendlicher Raum","191","0.295564284741394","0.260909944364108","0.330218625118681"
"Teils, teils","2020","Realschule","Staedtischer Raum","387","0.256761262274719","0.23490054886336","0.278621975686078"
"Teils, teils","2020","Realschule","Laendlicher Raum","336","0.271561820466766","0.246925455314074","0.296198185619457"
"Teils, teils","2020","(Fach-)Abitur","Staedtischer Raum","300","0.23278250742548","0.210189040604329","0.255375974246631"
"Teils, teils","2020","(Fach-)Abitur","Laendlicher Raum","97","0.183097854139929","0.1506282880017","0.215567420278157"
"Teils, teils","2020","AkademikerIn","Staedtischer Raum","369","0.159889262189925","0.145238548664278","0.174539975715572"
"Teils, teils","2020","AkademikerIn","Laendlicher Raum","138","0.163837602247681","0.138442198601909","0.189233005893453"
"Bezahlt","2020","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Bezahlt","2020","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Bezahlt","2020","Hauptschule","Staedtischer Raum","200","0.183482830973485","0.158804683029048","0.208160978917922"
"Bezahlt","2020","Hauptschule","Laendlicher Raum","118","0.164819070724916","0.136641406376166","0.192996735073665"
"Bezahlt","2020","Realschule","Staedtischer Raum","120","0.0967611425515802","0.0819670881459881","0.111555196957172"
"Bezahlt","2020","Realschule","Laendlicher Raum","120","0.0934047592630452","0.0772857944689036","0.109523724057187"
"Bezahlt","2020","(Fach-)Abitur","Staedtischer Raum","168","0.0915160154894968","0.0761005853992969","0.106931445579697"
"Bezahlt","2020","(Fach-)Abitur","Laendlicher Raum","54","0.0588975631789291","0.0391316468687064","0.0786634794891517"
"Bezahlt","2020","AkademikerIn","Staedtischer Raum","189","0.0652293384851366","0.055358480966858","0.0751001960034153"
"Bezahlt","2020","AkademikerIn","Laendlicher Raum","52","0.0370740080436415","0.0241101509079643","0.0500378651793188"
"Nicht abgegolten","2020","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Nicht abgegolten","2020","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Nicht abgegolten","2020","Hauptschule","Staedtischer Raum","60","0.058237024459032","0.0433055539216649","0.073168494996399"
"Nicht abgegolten","2020","Hauptschule","Laendlicher Raum","43","0.0645962834223319","0.0459275743565283","0.0832649924881355"
"Nicht abgegolten","2020","Realschule","Staedtischer Raum","132","0.0790593357280165","0.0655564119363554","0.0925622595196777"
"Nicht abgegolten","2020","Realschule","Laendlicher Raum","77","0.0666638400502562","0.0528469552724204","0.080480724828092"
"Nicht abgegolten","2020","(Fach-)Abitur","Staedtischer Raum","147","0.0737002645053145","0.0597314757432965","0.0876690532673324"
"Nicht abgegolten","2020","(Fach-)Abitur","Laendlicher Raum","44","0.0796498764013253","0.0569188560668869","0.102380896735764"
"Nicht abgegolten","2020","AkademikerIn","Staedtischer Raum","579","0.210135671024263","0.193849949644528","0.226421392403999"
"Nicht abgegolten","2020","AkademikerIn","Laendlicher Raum","190","0.233829546351077","0.204788289680969","0.262870803021184"
